gene_symbol,adrenal gland,bone marrow,brain,breast,colon,heart,kidney,liver,lung,muscle,ovary,palatine tonsil,pancreas,placenta,prostate,retina,salivary gland,skin,small intestine,spleen,testis,thymus gland,thyroid gland,trachea,uterus
ERCC6L2,2.0314,19.7048,6.3865,2.9759,3.324,6.4583,7.0976,5.9659,6.4726,2.3367,13.8942,1.5941,2.7482,1.2805,4.0837,1.7049,2.9898,4.5031,1.4119,2.4975,3.7417,1.6302,4.6087,1.1033,1.0346
ARID3A,8.9231,37.1286,4.7218,2.7991,5.5809,4.2012,7.3369,5.1072,10.106,3.6871,4.6461,16.8404,11.8737,130.5645,5.5457,6.2809,7.2171,8.6327,13.5398,11.4214,25.8682,16.242,4.7877,7.3263,14.2273
KLHL25,7.7407,6.769,10.5609,7.9885,15.82,12.6232,6.011,10.9412,9.6752,13.0682,7.144,22.8324,9.1575,7.0352,9.0438,6.4863,18.1146,10.3843,20.9493,10.084,8.544,11.4735,5.6166,23.0669,10.918
DNAH5,3.2184,1.6065,2.7186,2.7231,1.5815,3.832,1.6568,3.316,4.2315,2.0057,1.481,1.1058,5.1998,1.3584,2.6937,0.8553,2.6981,2.4279,2.4962,1.819,1.0358,3.2161,1.6604,2.7257,1.613
DPYD,20.959,105.815,15.2153,53.5314,24.3652,26.5956,49.4569,121.9296,146.5864,14.9725,69.5811,18.5284,36.7093,9.7013,28.2608,15.3936,15.7984,44.0895,25.1349,51.3586,3.4647,15.5326,38.1249,12.3941,20.3488
VKORC1,177.803,69.4975,86.34915,171.9214,89.135,86.6093,122.3039,287.1844,171.063,85.0584,147.3175,101.1227,310.9027,148.8401,142.3703,208.031,268.3274,206.1499,129.4624,108.1765,125.0253,113.187,159.5857,202.5805,291.3659
RBM14,30.0499,27.018,14.71275,15.7805,16.2837,10.8206,18.0075,10.5036,20.8277,17.6497,28.8087,31.5303,21.7704,37.1992,29.0615,31.4916,23.4622,19.5785,26.5955,34.8786,56.719,52.7067,27.1091,29.9233,43.306
KAT6B,68.0443,141.2533,91.5051,47.785,54.4044,96.2895,60.4714,33.4536,92.2487,64.4069,184.347,63.5197,55.5475,32.3095,84.8565,49.3354,41.018,73.1736,42.1154,63.0157,66.6438,69.0712,58.3287,49.9574,84.9418
SBNO1,10.2699,64.7668,43.1746,37.847,42.1102,39.4932,38.7004,43.2579,36.4269,24.0032,53.8233,22.872,25.8486,20.8673,61.6855,10.869,5.9453,55.8819,12.5728,25.089,104.7556,22.6671,55.3647,11.2976,10.0662
PSMA2,138.0373,179.0205,118.41805,279.1684,199.0292,272.0138,207.032,326.2191,183.9057,272.1533,146.4972,162.6081,160.3234,156.8253,243.9727,117.5298,125.6005,133.1919,152.7555,140.7424,148.9476,175.4791,126.7483,117.4264,93.8077
TAS2R38,1.1131,0.7121,0.5891,0.7092,1.6513,0.6987,1.5223,0.9184,1.1483,2.4124,1.6887,0.793,0.8988,0.7909,1.2366,0.9919,1.1779,0.7051,0.9665,1.4489,1.0083,0.6626,0.7913,0.9869,0.5662
PLEKHG6,7.1435,18.1436,10.9404,10.2772,26.3171,8.9356,11.2538,9.1595,71.8644,14.8112,6.4101,16.3314,16.7325,37.1171,10.8883,6.3199,15.8403,12.3905,16.7633,18.2821,2.599,9.1627,9.0666,18.7226,5.7886
RITA1,35.6118,13.5568,14.86895,12.0848,16.2445,17.1197,17.3144,22.2023,13.1996,44.188,10.9016,19.8377,15.3181,14.8933,14.6165,19.3576,32.3955,12.6526,24.1099,15.883,12.8297,24.9794,18.8007,25.1771,22.1263
CAV3,0.6456,1.1182,0.62395,0.5237,1.1763,60.5799,0.7081,1.2268,4.6973,222.9617,0.841,6.4914,1.4711,0.6905,3.0143,6.1203,0.6623,0.6605,0.7802,1.1289,1.3851,1.3098,1.5725,0.9937,0.5641
ZNF502,12.0569,12.3784,16.6877,19.0216,15.4188,19.7269,25.2173,13.9418,14.1491,15.011,38.5626,12.1465,27.9248,9.545,32.1781,14.4052,16.2267,27.1961,12.3563,15.9173,13.4571,7.6748,23.1816,8.0033,14.0752
METTL14,4.6202,11.7867,7.73615,12.6677,10.7693,10.6344,10.2379,11.2218,6.422,1.7531,12.0993,5.0917,8.7031,4.596,9.7886,4.8403,3.2696,9.3984,7.1288,7.0459,16.9543,6.7694,9.6119,1.8197,4.1249
USF1,4.9758,8.043,3.02255,1.5262,1.9493,1.4762,2.8815,2.5114,4.5701,5.37,2.7432,4.7115,3.0164,5.2446,2.1736,4.7099,3.7814,1.624,2.5854,5.6454,1.4807,5.4458,3.2982,3.5924,5.9228
SMPDL3A,54.0392,20.4022,17.419,46.6292,119.1359,16.7067,76.8981,148.6398,48.3882,116.1166,25.7228,31.7328,82.2902,71.8591,61.6746,33.2657,61.6131,73.1913,56.18,43.276,5.3768,14.2188,30.2372,15.2561,30.41
GPR83,1.7827,2.6077,0.9031,1.876,1.1768,1.5636,1.0109,2.298,0.5355,2.2223,1.5167,2.1978,1.2062,1.4582,1.2607,1.4183,3.1063,1.528,0.6783,2.011,1.1799,1.0974,1.659,2.1544,1.7944
C16orf89,126.632,223.3392,163.2092,318.3311,167.2005,66.0931,340.3619,106.9262,220.9287,44.146,536.481,211.519,135.7232,259.9855,314.7957,158.092,172.1259,471.3661,131.7298,277.4907,87.9983,206.5554,458.7114,391.4953,561.47
LRRTM4,0.917,1.0495,8.1045,1.2794,0.8999,1.5186,2.9321,0.846,0.5993,3.0678,0.6291,0.7345,1.2265,1.0169,0.8362,1.3295,1.5508,0.7315,1.6736,0.712,0.7781,0.7064,1.2834,0.7812,0.4743
CYP2C19,4.1022,4.1541,3.6748,2.7692,5.3947,4.8725,6.3483,539.9826,4.724,4.0798,3.8155,9.6907,7.5661,3.7593,9.3805,3.3365,3.1342,6.5761,43.8263,2.6657,4.3171,3.3049,2.5877,7.3183,4.1818
GPC5,1.6787,1.0862,34.4846,0.9129,0.9492,3.4254,54.9755,0.6865,3.8088,0.9963,2.2512,0.7156,1.9483,1.8762,0.9737,1.3547,1.0346,0.6727,1.5925,0.8008,16.77,1.1534,0.6012,1.7987,1.712
PTGR2,7.4508,2.2427,12.31375,12.5688,4.1627,49.8983,18.3445,16.4618,7.4411,27.8986,8.1491,3.0198,4.0394,2.5779,15.0322,9.2104,5.0357,3.2552,3.8355,1.6019,8.7913,1.3541,20.4719,3.8278,3.3671
LYST,6.6591,98.3583,25.57775,25.578,9.9855,10.7289,25.9892,23.7574,28.7062,6.4193,36.4279,9.1889,8.2792,7.4157,13.5594,14.6503,3.2354,32.0367,6.3161,35.1082,24.8541,33.3258,17.938,2.6365,9.6754
C17orf50,0.3786,0.8084,0.59645,0.4573,0.6921,0.717,0.8067,1.126,0.5902,1.325,0.5456,0.5788,4.2792,0.6643,0.7067,0.7441,1.037,0.5832,0.6444,0.815,7.0275,1.4913,0.5849,0.7777,0.5449
TET1,2.8734,1.4569,3.0481,4.8607,3.1584,3.2331,2.8618,1.4194,1.2652,2.5588,10.7961,1.6373,1.8643,2.8309,6.2193,5.1659,14.4356,2.7981,2.8412,2.1755,2.1816,4.2148,7.5254,4.9664,6.9352
IL1F10,0.9084,0.9301,1.2477,0.881,0.9688,0.8345,0.9821,1.2195,1.166,0.8064,0.4835,1.335,1.7077,0.8483,0.6052,0.8636,1.9195,3.4627,0.7218,0.7697,0.7566,1.1773,0.8031,0.8015,0.831
KCNAB1,3.4251,2.4247,20.8215,3.344,5.5161,11.4862,2.6065,1.3396,3.9742,3.2036,2.7415,1.8016,7.7,3.8105,14.3944,20.4689,6.257,6.4493,4.1476,5.4664,2.9798,3.5416,21.7275,4.3919,3.2929
MXD1,0.9613,142.6667,1.9119,1.5317,4.1601,0.6135,3.4288,1.2022,2.8202,1.1541,1.2661,17.0046,1.525,6.0031,3.7802,2.1675,1.6245,1.2169,1.6751,2.2145,4.5818,1.066,0.869,2.8627,1.5587
ALDH1L1,60.0925,1.7925,72.06175,22.0087,9.0569,21.4171,118.7568,462.6995,5.5451,97.0996,25.6769,19.4702,52.1947,0.9807,16.7751,35.6854,219.1371,14.123,3.2692,1.4937,19.2588,18.289,10.0552,83.7259,8.1722
FADS6,9.325,4.2612,5.0291,3.9984,5.0631,3.5335,4.4237,5.0172,4.148,6.819,5.7218,5.5225,12.3356,5.3563,4.2421,4.7377,34.3653,8.1327,4.4277,6.4216,4.0007,4.7127,3.4683,5.0291,5.3104
CETN2,43.0445,16.6576,54.38585,65.2705,29.5502,32.9278,66.2019,21.7966,55.6475,12.4249,53.5994,22.8341,24.8077,19.3326,43.9166,35.845,18.5225,31.075,25.9646,17.3193,24.7799,15.5029,57.9398,99.5107,55.9796
SPAG11B,0.8647,1.3304,0.94715,1.5724,1.1879,1.3148,1.07,1.4142,1.4915,1.0903,1.5219,1.2421,1.7053,1.3062,1.3881,0.7979,1.5433,1.1598,2.1291,1.4324,9.5942,1.4662,0.9165,4.2777,1.2765
FCRL1,0.5919,8.6295,0.741,0.8551,0.5494,0.8358,0.5387,0.5859,0.6118,0.7458,0.6339,10.3992,0.5243,0.6689,0.5278,0.4826,0.7741,0.5071,0.3918,17.3104,0.4925,1.7864,0.4406,0.8349,0.5042
PRSS33,10.4129,8.6164,11.15345,5.7765,10.3963,24.8158,6.5032,6.5601,5.6573,18.2362,5.8988,8.4272,16.977,7.1498,6.7084,7.5763,16.6136,10.5363,8.2376,5.9991,5.1639,5.0652,4.8168,8.1936,7.6966
TRHR,1.6884,1.108,1.28435,0.9507,2.1291,2.3324,1.4262,2.0883,1.1924,1.7731,1.5121,0.6726,5.0298,0.8599,2.1131,0.7746,1.0539,0.8218,0.998,1.0422,1.1339,1.9743,1.1725,0.7883,1.0291
SLC6A16,2.6902,5.4149,1.4556,2.7486,2.8558,2.3696,4.6582,5.2338,2.4031,1.4254,8.355,4.3042,3.0723,1.7758,2.3316,5.9043,8.6663,2.2575,2.2524,3.0688,249.4229,1.939,1.8034,4.2336,6.6465
WDR81,11.3487,9.8998,9.7335,6.8899,11.3112,12.3758,7.0175,10.4223,10.7451,116.6643,7.5377,10.1743,55.7059,12.4631,8.9803,10.0204,12.7488,7.7541,7.7431,10.6384,13.1478,10.8616,4.6808,12.8874,10.037
GPR162,25.5788,68.4536,300.01525,14.2819,19.2121,33.0692,16.9849,9.643,31.451,12.7512,22.3798,10.1762,4.625,15.6676,12.048,92.7008,14.3863,12.0654,32.7738,13.2171,5.6584,13.5206,6.2301,117.7841,38.0057
HSPA9,163.5136,82.3977,128.135,115.6726,148.6977,320.3004,203.7655,325.5313,70.8451,193.5956,92.7023,91.0082,140.1693,61.2493,118.4367,92.4335,68.066,73.7044,89.1964,68.3652,90.0251,52.6476,109.8547,62.4484,37.696
PHACTR1,2.8782,7.5848,65.2714,2.2254,3.6303,76.6386,10.4631,1.214,24.5662,1.6307,3.6618,10.4747,4.6074,2.4094,2.3719,17.1954,4.6436,7.6409,4.8119,17.3828,3.0838,5.1923,2.7415,4.8862,3.3373
MT3,91.1918,1.3923,1337.8936,1.0251,1.8811,8.0108,3.8897,1.7062,1.1586,2.3035,4.8699,3.9479,1.2001,1.0733,1.9417,39.233,34.5463,1.0764,2.8056,1.1057,5.6147,2.7884,3.985,7.8814,2.0235
PEX6,16.1695,9.4406,7.0315,3.9034,1.5543,8.2958,6.6153,12.9871,8.347,7.0528,11.2718,9.662,3.1889,16.5564,7.5575,7.4345,10.9902,8.5493,2.9852,10.6247,6.0699,9.431,10.9607,8.3838,12.9831
LMO3,3.0105,1.194,30.43505,2.3678,13.2472,1.2466,4.8517,0.6985,33.02,3.0751,1.8193,0.8843,15.9693,2.0932,4.5818,2.9996,3.3561,2.6087,4.9401,0.7835,1.4909,5.6373,25.4531,1.3711,5.2296
GFRA1,7.1225,1.8345,4.916,14.9263,8.3231,7.7796,11.2866,69.0806,6.405,3.8781,9.4514,17.6678,28.6791,1.8066,5.7625,4.4102,9.5471,31.2407,12.4074,13.1551,15.9001,9.3015,3.703,15.0649,13.5512
SLC24A2,0.8433,0.8262,7.14565,0.6219,0.4845,1.4387,0.8219,1.2687,1.0146,0.9366,0.6106,0.9167,3.0281,0.6277,0.6973,1.8655,0.8797,0.8331,0.7169,1.1163,0.6857,1.4109,0.8231,1.0058,0.6576
MTFMT,11.978,13.6061,9.8261,10.7051,20.6358,26.0271,13.3794,20.7962,13.5959,23.7008,13.6569,12.2916,13.2682,8.1785,13.5796,16.9167,9.2204,7.8573,15.8662,10.6846,15.5755,9.7121,10.7919,9.7234,16.035
ANAPC1,9.2572,34.082,6.3412,12.535,10.5205,9.1415,9.2154,15.0435,13.2934,14.113,13.8747,15.8863,10.4614,8.5877,9.3537,10.4539,10.3814,12.3682,12.9862,15.0334,12.2358,25.4715,11.2707,9.9368,13.5924
ABCG8,5.2012,5.4698,3.7862,1.6835,4.1439,1.9599,3.5062,60.5914,3.0309,4.2648,4.2827,3.7963,4.2462,3.1761,2.8527,3.5599,2.6743,6.896,33.2803,3.694,2.8304,4.2517,3.894,4.4279,4.7234
ALDH3A1,1.2957,2.2184,2.38005,1.54,1.5982,2.9454,1.2258,8.8994,0.7402,1.9728,1.1127,110.0339,4.01,3.0162,1.3893,1.5149,2.4608,9.3544,2.7281,1.2291,2.9009,1.4905,1.8992,571.0164,1.7158
RAB43,62.2653,95.7687,18.0398,37.8533,51.3432,7.723,47.689,147.6483,41.766,6.1697,59.143,56.5948,16.2492,37.2939,55.0961,48.3332,37.3447,33.3924,45.5413,50.6702,27.2747,104.1982,85.8906,56.971,54.7431
MELTF,1.9772,1.9274,1.2507,3.4632,2.4034,1.8054,2.0654,1.8278,1.8253,1.4097,1.7321,2.4427,5.0214,1.471,1.6749,1.7529,50.1516,2.6211,2.1146,1.9661,1.3152,3.5706,2.9789,3.4849,1.7493
CTIF,41.9851,9.2853,60.2607,19.7893,14.2087,19.8586,14.4155,38.1411,16.0815,24.9528,47.8213,7.4666,12.7247,23.2353,12.9989,32.7486,20.9141,33.7628,17.6746,8.8355,14.5357,6.4097,17.7876,18.8561,32.7023
PDCD6IP,176.6444,349.1786,126.1748,214.0075,414.9507,221.0416,283.6475,423.0411,413.6495,121.7902,197.8977,321.0674,173.9144,242.3341,233.0646,149.2825,140.9775,338.0126,247.8238,200.9227,287.8176,171.5333,197.3668,184.8491,124.4481
SLC30A1,43.2962,31.5541,16.07855,10.1111,24.3315,16.4886,30.882,49.392,8.6498,6.9343,30.6483,11.4711,19.9186,34.4658,13.1656,22.6933,22.3852,20.3043,39.1239,19.3364,67.8593,7.5939,25.5844,17.6291,17.285
EFCAB2,11.7667,3.9072,15.50515,12.552,2.6594,17.3192,22.9176,4.424,9.2188,15.8179,3.4858,5.0914,1.7168,8.0866,3.5336,10.2439,5.0971,2.2641,1.5629,3.6975,49.9362,3.8622,16.5776,12.6949,5.413
GALR3,7.9524,8.6371,7.9262,5.5539,8.0104,10.2167,7.2154,6.7475,6.0657,28.231,6.3376,9.4218,15.662,8.238,7.283,6.8991,13.3957,10.6802,9.2709,5.9458,6.692,7.816,6.1763,10.6655,9.1907
GSG1,0.7958,0.6117,0.62095,0.6484,0.7252,0.9919,1.0035,0.7851,0.509,0.8052,1.2178,0.5407,1.9304,0.785,0.5035,25.131,0.6604,0.4621,0.6942,0.7324,1851.8079,0.5535,0.6437,0.9993,0.8818
H2AFX,217.4741,112.8852,359.82725,111.79,263.054,47.6413,69.4512,61.3934,98.2043,124.0831,245.4159,303.2291,92.576,238.4636,167.7811,219.1312,76.1727,135.5412,309.4468,144.3981,307.2879,927.688,94.2503,165.0884,168.6962
