gene_symbol,adrenal gland,bone marrow,brain,breast,colon,heart,kidney,liver,lung,muscle,ovary,palatine tonsil,pancreas,placenta,prostate,retina,salivary gland,skin,small intestine,spleen,testis,thymus gland,thyroid gland,trachea,uterus
CA5A,4.7531,7.9858,8.2304,5.0126,6.2469,3.3414,5.1091,34.9157,5.5841,9.7634,3.4852,4.854,1.1296,1.9803,27.2952,4.0061,18.6627,5.9502,6.7286,3.8632,2.3129,3.4411,7.9797,8.6453,4.5735
VPS26A,57.377,74.9592,125.57545,137.5007,126.7466,93.1922,146.8112,119.7351,144.0153,77.7751,162.8589,75.2358,64.6146,73.0123,109.1169,63.4188,54.3066,154.264,69.3776,80.1524,195.0377,50.6521,131.929,42.7279,56.9495
SERPINA1,17.4078,1057.1775,35.5609,83.3815,190.7041,5.1783,588.2704,3468.6486,1185.7442,1.8075,8.6667,65.145,402.5687,59.8296,30.809,54.679,21.3594,18.1394,284.5547,203.9215,10.1104,37.6501,50.8934,141.5433,58.539
STAMBPL1,4.7219,2.4425,3.3504,2.69,3.1035,1.5839,2.4886,1.7637,1.8662,1.4165,5.4766,3.0757,3.1678,1.5164,1.2099,1.17,1.9372,1.3649,2.622,3.168,9.9629,2.4146,0.9222,3.0682,1.0014
C3AR1,10.1716,19.8044,23.61025,13.1952,8.2944,34.3923,7.9418,11.8091,47.7708,20.8806,3.9697,8.2401,5.8875,32.71,5.4482,16.8735,9.2091,18.6778,17.2517,14.4911,3.8597,10.9131,5.3768,7.5737,8.1273
NT5DC1,14.7802,22.7865,24.0262,17.5239,20.9321,37.1987,44.2476,32.856,18.5217,26.0726,19.6223,14.0243,18.3238,4.4834,33.6808,11.8616,12.118,16.4526,16.0676,13.1507,9.8082,6.6739,29.4901,8.1554,5.9777
KDELR1,30.9389,19.8681,8.6556,22.823,27.8467,12.5813,16.6876,23.2305,21.4453,12.3449,29.8156,21.6947,20.5919,47.4091,24.6857,29.7559,38.4814,23.5643,35.2201,12.1589,22.0289,13.8419,24.2552,36.8063,37.3199
GPAT2,2.5517,17.9454,6.04125,5.7393,2.98,5.324,2.2668,1.6524,5.8693,6.846,1.9779,8.0952,4.7335,9.287,1.759,3.0708,4.4948,3.5914,3.9978,14.0477,11.4278,4.852,3.3987,11.0058,4.4143
CACNG6,7.1721,6.2012,4.62795,5.6577,6.0565,5.8109,3.2461,4.6875,5.57,29.1864,4.9074,6.1228,5.865,8.6919,6.826,4.7928,4.2962,7.9429,4.8995,4.3302,5.2155,5.3739,5.1511,8.3781,6.5034
TRIOBP,39.6116,34.8883,11.7255,33.162,35.6701,29.6447,22.8157,19.9008,45.8457,14.596,30.5268,30.2302,14.191,88.9432,32.3695,33.6198,30.7687,20.2052,33.197,51.3619,21.5076,25.1573,37.5404,30.6755,63.871
PRMT8,1.2059,2.7776,12.73895,2.0037,3.3675,3.646,3.5555,3.4962,2.1314,4.4273,2.3124,2.7363,19.6292,4.746,1.9905,4.6971,5.7305,3.2208,3.0169,1.3659,6.932,5.2326,3.2875,5.2106,2.1321
TMEM241,9.6005,8.8769,14.30225,25.0114,5.96,4.694,4.041,8.5082,10.4718,4.4831,8.9774,11.2651,17.1552,12.6927,8.0827,7.7512,29.4335,11.0494,9.8639,10.7327,4.8546,8.6088,8.181,17.7008,14.1816
ATP2B4,7.2633,5.5479,4.32875,2.5224,5.423,7.6942,1.3667,1.4639,3.1674,2.021,3.8803,2.6323,2.1399,4.8994,4.0527,4.7349,1.9549,4.5291,5.218,1.9662,8.4915,3.0607,1.7591,3.3413,9.9051
USP1,4.0871,15.7658,12.1662,16.4551,14.0458,12.7236,17.3432,11.5509,11.54,6.5424,24.795,6.5849,5.6018,5.9264,9.106,4.633,2.7421,14.5973,7.9436,9.0587,20.8653,7.3495,11.424,2.3605,4.5749
PDIA3,264.5524,292.8954,213.8726,359.092,423.0339,201.4317,334.1845,691.7519,559.0661,64.6313,279.768,330.952,508.9269,910.1911,696.2412,266.2825,396.2599,328.2226,448.6616,348.0319,307.7317,210.7268,939.5423,459.2446,257.7746
PDK1,8.4393,9.4538,2.5197,5.3198,5.5469,10.6784,2.2533,5.4169,3.5972,2.7109,3.0921,8.8194,1.7434,2.6024,3.4115,4.5658,3.7751,3.1684,7.0647,6.3379,38.3223,6.1808,1.4283,5.4567,0.9178
FIG4,29.7262,62.2507,70.52055,31.734,36.2834,32.7058,49.469,23.679,67.0363,27.4482,37.3229,35.4201,35.2527,28.7608,35.8611,35.6157,57.2685,35.3551,29.9648,57.2231,30.2028,40.7509,36.6565,28.2705,28.9825
SPRR4,2.6678,4.6425,3.1004,2.1137,4.1831,5.0906,2.4213,1.989,1.8101,3.3032,2.1196,3.1936,1.9279,2.2694,3.4338,2.4094,1.9401,114.5757,3.485,2.5499,12.2472,2.7567,2.7852,2.4643,2.8401
LCA5L,2.285,0.868,1.2244,9.4717,1.3602,1.0306,5.7756,1.4612,1.8831,213.0553,1.7447,1.3232,1.7915,0.6673,0.5839,1.0438,7.054,1.089,0.9101,1.1866,199.6877,0.7238,3.025,5.693,0.7863
PAPOLA,37.1719,96.955,25.1467,73.2622,53.8403,60.5812,44.5961,44.6685,43.8533,38.4059,40.6536,44.8915,79.0748,58.745,40.1729,33.3621,40.665,26.3369,38.7905,41.8614,129.2861,42.8676,42.4428,37.7084,30.2429
MAGEE1,5.8149,5.787,31.0404,4.2889,1.6097,3.332,4.1765,1.4941,3.0092,0.7272,2.5912,3.5155,1.0912,0.7106,6.0251,12.0779,3.8976,2.6779,2.3725,6.1593,1.2205,3.9596,5.0808,4.0349,9.6246
C2orf50,0.4741,0.9304,0.75355,1.1344,0.8952,0.7684,0.8603,0.7827,2.0404,1.1445,0.8995,0.8308,0.9594,1.1815,1.0682,0.8076,1.4055,0.8067,0.9445,0.5871,0.7965,0.7264,0.502,0.6718,0.8944
STAB1,91.8224,42.7348,11.83235,45.1521,31.3781,20.6093,25.4702,87.2541,71.8517,9.7738,19.2791,33.5132,25.9712,106.3875,14.4367,68.8755,20.1242,79.5609,116.6703,185.4112,11.737,36.5693,17.3197,37.9918,48.1031
MAL2,2.2891,0.6933,66.2531,165.2841,311.301,8.5076,353.7656,129.1738,279.9444,0.9956,1.5141,244.75,170.2052,38.8313,144.2121,11.4946,83.5385,319.0524,140.4,2.1017,40.5019,9.4699,439.6463,115.1722,13.8328
TXNIP,668.8152,1976.7753,380.2738,1073.8314,1184.728,1516.9026,1270.3908,715.9601,1836.8471,1404.8089,460.7229,784.7741,520.2988,619.8119,1271.2497,832.9061,583.8588,847.2127,1100.1791,1429.674,341.9351,818.1762,1542.7331,939.1449,1500.2453
PDE6G,1.238,3.8101,1.66395,2.2848,1.2391,1.7136,1.4505,3.1705,1.9465,2.3446,1.6794,2.2999,3.7965,3.9377,1.1645,501.9963,2.5734,1.3819,1.4881,4.417,1.3693,4.3729,1.0621,0.9277,1.7397
SORBS2,578.5817,3.4868,68.2635,48.2899,78.1877,1256.2528,63.6495,146.7335,66.5154,22.2615,44.8188,48.6925,236.8496,64.1855,108.9745,272.6561,182.2108,22.4261,40.693,61.2702,8.5539,29.7895,561.7909,92.6634,54.8382
VPS13A,27.3279,49.69,42.5885,19.4814,62.1486,95.6144,126.6721,69.1645,43.9024,52.5261,51.5974,14.9464,30.8728,6.1811,50.2864,11.6436,8.8151,62.9681,63.7266,36.3282,59.0897,18.3432,46.3099,10.1664,14.9394
LAMA1,0.6492,1.3714,5.49045,7.8733,18.7965,0.7106,18.2022,2.1887,2.0597,1.2806,30.8571,0.9987,4.3251,1.6581,1.3566,1.4349,4.0247,1.303,7.3798,0.8869,22.463,1.8256,13.6323,6.0159,4.9435
ALPK3,0.4826,1.5017,0.7403,2.9019,0.7402,3.6748,1.437,0.7025,0.8592,19.0012,2.4914,1.3283,2.9451,0.8229,0.8813,0.7817,1.2226,1.2366,1.714,1.7842,0.7679,0.6176,0.5432,1.924,0.7869
EPB41L4A,3.3997,1.0543,3.0831,4.657,1.8384,8.7827,9.0848,1.9581,6.3511,4.2084,1.9759,3.3674,1.1385,2.7664,5.1855,3.3811,3.0818,4.5984,2.194,3.0311,2.1371,3.4118,8.4074,3.3879,2.5839
CLRN3,1.3582,1.7249,1.29475,1.9689,157.0611,1.5183,62.8229,32.9775,1.6338,2.9993,1.8035,1.6239,2.7192,1.6022,1.3235,0.9768,2.0714,1.3953,105.3926,2.3279,1.234,1.4628,1.4264,1.6156,0.9741
ME3,42.1023,4.1651,31.46295,33.1135,28.8959,59.0912,56.8832,21.5659,28.2343,34.8075,104.382,10.2795,16.3065,7.1682,18.7272,33.8714,40.8693,25.4243,27.745,15.9718,25.0502,11.8633,15.2171,35.7192,55.3345
DLAT,5.391,3.2955,4.8564,11.5798,17.4148,47.0263,13.2696,14.9451,5.1495,51.0603,2.1401,8.5077,6.1404,7.2539,3.4087,5.441,9.6241,6.11,8.4805,6.9689,9.3967,5.4881,6.5611,5.2626,2.5509
CNNM1,0.8595,0.5523,5.895,1.9752,1.1979,1.3189,2.0173,1.3555,1.0914,0.7574,1.6395,1.0445,1.4591,1.636,0.7605,1.4961,0.6728,0.9688,2.9211,1.203,4.6143,1.8971,0.662,2.5853,1.645
THAP9,1.1756,2.1847,1.61945,1.571,1.6219,2.7576,2.1269,2.4474,1.0315,3.0391,1.4371,0.9868,3.2543,1.8011,1.9565,0.8274,2.6544,1.2374,1.1664,0.9516,2.6234,0.9093,2.448,2.2728,0.8545
CES3,9.6199,9.6565,10.4417,10.9884,43.6487,15.909,8.3493,9.2932,23.0229,55.2619,6.0881,61.2382,11.4526,10.3415,8.4693,6.3165,47.3098,10.4553,51.6941,20.7454,6.8403,12.981,8.351,57.9182,7.8729
CACNA1I,11.8009,9.7583,17.3226,1.1625,3.7864,6.3184,1.7048,1.8618,1.6077,3.245,1.0201,6.34,1.9302,1.3052,1.6355,7.0106,2.0796,1.7983,2.452,4.6537,1.8068,3.0077,13.7815,1.467,1.3405
IFITM3,645.666,433.8668,571.03345,665.3277,323.6984,359.4129,468.9937,1373.07,957.9317,174.7176,564.1025,279.2163,306.8016,922.4158,619.0372,1241.4324,164.1027,584.9216,451.4752,917.1696,336.1617,290.1664,419.9413,464.4245,1174.9116
HAS3,1.4207,2.2006,2.03065,2.1538,1.3935,3.2159,1.4493,2.3699,1.7862,3.8956,1.3623,2.5867,2.3038,1.7082,1.2126,1.2363,1.4048,2.1527,1.801,1.2173,1.5342,1.7209,6.3765,2.3869,2.02
TUBGCP4,15.6233,15.3096,14.57315,14.6027,21.3054,17.215,13.4981,16.7098,19.7351,17.739,24.7437,22.7407,28.0181,17.2057,23.7808,20.6939,12.9539,18.0297,25.4586,20.0211,27.0804,28.7936,18.2327,19.7606,16.6492
VPS13B,3.9571,29.0648,5.28025,7.9651,9.5029,7.8454,9.0836,7.1593,7.8353,4.1852,16.4031,6.8131,6.0936,4.39,18.3757,3.2933,2.8246,14.5409,4.0734,6.5746,6.9737,3.9196,7.9266,4.9967,4.3589
RBMX,85.7213,176.2548,95.4085,167.7964,121.8523,103.9716,130.4103,49.9628,113.6397,100.1938,292.5557,151.8246,119.0922,65.0357,136.0041,109.6488,113.7354,113.4619,129.4817,158.3659,78.4343,244.6957,168.4176,93.6423,177.896
PTPRD,0.8332,1.2501,32.71775,2.1016,5.4803,7.6726,17.6558,5.377,4.1002,1.901,8.4734,1.2479,5.8774,2.0569,2.0133,3.8521,1.3377,1.4568,2.2872,1.5405,3.4225,1.9197,4.1087,1.2429,2.6097
MAP2K5,35.2646,26.9328,34.9657,13.6694,23.4409,29.402,15.1661,35.943,27.0066,39.7845,46.8293,21.3219,21.3569,20.2869,19.1092,30.4666,31.4335,34.4221,20.7435,23.5956,49.8181,44.818,30.1975,22.7331,37.8305
ARHGAP21,15.2688,16.2658,86.93355,25.1967,15.4318,29.7131,19.129,24.5753,24.5129,17.7698,67.444,8.1702,11.8811,10.6329,11.2028,16.8064,15.7733,31.7501,9.6092,7.2127,8.2223,4.0231,15.1634,9.0588,11.3581
STAC,19.119,6.0735,8.84345,12.8151,11.7139,27.7764,15.9279,7.6498,69.2229,17.5718,7.4582,7.5434,31.517,4.9617,30.3569,9.7647,14.5268,12.4005,10.5537,9.526,9.5021,5.4235,5.1382,10.416,18.889
TRIT1,32.2504,31.2494,27.8895,60.7149,63.1773,55.6887,72.3926,38.3658,36.9816,22.4412,86.9847,51.2678,124.5045,35.4462,66.9124,35.609,34.4011,55.8135,59.4637,47.4832,45.6482,53.5662,88.3332,40.3808,50.2859
SP140L,6.1619,30.1185,2.45465,8.3221,7.837,2.6941,5.0041,7.6679,8.1506,3.8857,11.4612,16.0855,5.5908,4.7482,7.2768,2.4508,5.3866,3.9239,6.9448,20.3543,1.6619,9.3306,4.4654,5.3765,3.7711
MRPS34,117.8761,53.838,48.8918,39.2577,63.8919,55.6673,44.9168,86.6099,43.2207,112.9483,46.9549,73.4722,101.7231,44.9658,60.5736,46.4097,107.0191,61.0115,96.2754,69.5464,26.0828,88.2275,59.9371,72.5801,72.6746
STRIP1,16.7749,17.5094,11.6033,10.3124,10.5594,7.7391,11.3494,11.0784,13.2946,11.3749,18.3128,15.6161,13.5514,37.2654,11.1875,16.9783,13.7629,12.1812,13.8958,26.7442,34.5963,21.989,13.6706,12.7191,26.1913
CYP46A1,0.5912,0.8368,1.4341,1.3825,1.154,1.0353,0.572,1.5164,0.427,8.703,2,1.3132,0.4534,0.5901,3.4253,0.9777,1.4687,0.7431,0.6786,0.67,0.8245,2.3295,1.7642,0.5072,0.6702
RNF128,7.9877,0.8094,1.27115,4.8357,15.996,1.044,27.0311,55.2058,8.4273,9.7149,0.943,1.5938,15.4132,4.9577,1.6321,0.5487,12.1158,1.751,17.1517,0.8503,1.6043,1.2794,18.9475,0.7047,0.6056
HCRT,126.614,125.014,291.8064,109.0899,221.9582,336.7637,142.9036,100.2679,114.0105,421.9562,94.0301,144.7169,662.6751,318.6586,161.3816,153.8019,221.755,183.6198,151.7278,124.9396,121.3165,129.1221,93.3826,150.1951,153.593
PNMA5,0.8557,2.0615,2.82205,0.974,0.8523,0.8866,0.83,0.9846,0.9558,0.8771,0.9266,1.153,0.8782,1.6951,0.7251,0.6472,1.8368,0.8777,0.9869,1.3075,8.4131,0.6919,0.9461,0.7814,0.6853
TEX29,1.8688,2.2429,21.9398,2.1376,5.3592,1.4141,2.231,3.1803,1.3457,1.8893,2.9967,1.3912,3.8363,1.9283,6.3019,2.1798,2.2224,1.6988,3.6744,1.477,73.2953,4.1079,2.4017,1.2246,4.324
WDR19,2.4851,4.105,1.77725,3.8315,1.4681,2.2194,7.1199,4.095,2.8262,1.6225,5.0259,1.3682,3.064,2.8048,1.2149,2.6322,1.9105,2.3978,1.2022,3.2455,5.8574,1.1393,2.7405,3.5281,2.8044
C19orf24,13.5801,9.9279,3.56265,9.3515,3.9177,2.2424,2.9066,13.6909,6.371,3.8098,5.5831,7.5909,7.809,13.5407,5.2771,5.3935,13.447,5.302,6.7055,9.1004,5.6633,6.178,9.1597,8.1979,7.9557
RRH,0.8514,0.8382,1.18495,1.4195,1.8166,0.9037,2.5437,1.3045,0.6527,0.8676,1.4099,0.9001,2.7945,4.5056,0.9736,77.6395,1.6724,0.801,0.8832,0.7265,1.202,4.9617,0.928,1.0797,0.7873
C16orf70,19.1009,19.2183,27.62945,9.5959,7.756,10.7924,16.1536,35.5337,13.228,20.1485,21.0993,18.3815,7.9484,17.8102,21.7799,25.0554,14.2284,23.0691,13.2431,15.8263,20.9114,14.0788,18.4878,20.0553,28.668
C9orf72,3.321,57.9557,6.1031,5.155,1.7953,7.8605,3.5471,2.1188,3.6295,18.3462,5.1347,3.3676,1.8098,3.4878,5.7465,5.6798,3.0011,2.4242,2.1115,3.6161,6.7974,2.6087,4.9514,4.1503,1.4425
SDR39U1,61.2642,37.2008,36.8753,41.392,22.3345,59.1476,38.8561,30.228,24.6646,60.3949,21.2701,26.1971,28.2317,34.6348,34.8753,54.8984,39.1584,14.9249,23.1845,40.0099,35.2977,48.077,33.0406,29.9105,37.7307
SLC9A7,20.0898,19.0119,20.69755,10.386,12.3722,19.4369,10.0632,15.188,31.7035,19.2026,16.0056,91.7258,8.9499,12.1674,15.2864,11.5826,18.0619,19.2344,9.623,27.2796,7.9092,25.7465,13.7734,31.4699,15.6194
OR8B4,0.7464,0.7155,0.5907,0.4982,0.7488,1.1316,1.3102,0.9369,0.6195,0.929,0.637,1.1228,0.9667,2.3635,0.5787,1.3315,0.9753,0.6623,0.8463,0.7179,0.5131,0.7336,0.5349,0.7957,1.0001
TMEM99,20.6638,3.5143,7.42185,28.8826,6.1566,11.3392,17.245,21.0985,13.5809,37.2915,19.8711,14.5398,47.6853,15.0919,24.0779,19.0003,91.2295,44.7887,9.0213,16.2316,314.6555,14.7492,26.4021,34.2883,20.8909
PAGE5,1.0005,1.3123,1.16245,2.2262,1.0002,1.19,1.4728,2.887,3.1647,0.979,1.0511,1.7655,1.7829,2.1971,1.0032,0.841,1.6369,1.1468,1.276,1.8973,96.6473,2.531,1.2041,1.2621,1.2228
PSMC3IP,8.1646,8.799,16.2497,12.1129,9.3469,7.3028,8.2957,8.3941,13.8163,11.7352,18.3422,14.5886,13.7824,12.2142,12.2266,12.8954,5.6538,8.9362,10.0004,11.1311,85.328,26.6731,13.0189,5.2315,15.4295
KTI12,57.663,49.8441,27.3029,22.8919,34.6602,16.6428,26.3807,32.8185,20.5191,24.6706,55.7989,36.9482,22.8632,55.3629,22.2426,40.7381,18.9191,31.1838,37.4007,45.1877,55.7441,34.7961,28.4686,24.2134,42.0747
HOXC10,8.222,6.4573,43.85335,19.2546,6.3721,4.3825,104.3279,3.6299,2.82,270.9442,18.2711,5.518,9.4468,6.3119,7.2214,4.2126,10.7567,55.5686,4.7806,3.2891,8.1327,4.7411,4.3355,4.0585,18.8972
UTP23,17.6872,39.765,26.8749,33.3506,24.256,25.0084,24.8008,23.6558,33.0328,13.0344,60.3889,24.3573,25.3413,16.2794,33.1597,13.9785,7.9916,38.6095,17.9452,29.89,23.2871,20.9584,38.297,13.2647,14.5816
KRT5,0.8748,3.4048,1.43465,339.3513,1.6698,0.9362,1.2655,24.2536,18.4473,1.6108,1.5263,1450.9349,1.7738,69.669,192.3606,3.1475,184.7104,2333.6977,3.1921,2.6933,1.2797,531.4036,14.251,888.354,114.2233
COL5A3,17.0756,8.2181,29.80725,22.5627,30.3421,27.1735,15.1035,21.4089,17.8754,25.9843,16.8558,17.3186,4.6785,45.5625,7.7551,24.5185,8.4827,52.4009,36.7415,3.8505,4.9364,21.198,11.9919,13.7998,32.2536
NLRP12,1.5674,11.9116,1.2104,1.4461,1.2544,0.9504,1.2212,1.0633,1.3318,1.0687,1.344,1.6155,5.9291,4.9138,1.185,0.9674,1.3753,1.4487,0.9639,1.4605,0.9229,1.0051,0.9901,0.8403,1.1133
TUSC2,26.3021,15.1713,31.53035,16.9289,18.9959,21.5555,17.2448,12.8243,24.6919,50.7936,9.7132,30.4372,21.5409,34.4731,21.0368,29.9555,31.6527,11.7535,25.6886,30.2056,19.3113,25.1874,24.0164,38.2707,20.6857
FXR2,13.2308,7.1381,14.52735,6.39,1.7056,22.7532,5.0214,6.9887,6.5696,36.3894,5.2668,11.4016,1.386,15.4287,5.7172,14.7626,8.4003,5.3782,2.8919,6.5997,12.0972,12.8291,5.9352,5.2227,8.0469
ORC4,10.0472,38.1237,29.20255,36.486,29.5883,53.0647,68.5222,33.9157,19.6255,35.0297,36.1747,13.646,20.562,12.2937,31.99,13.5477,12.3404,24.6479,14.9032,16.6137,29.3958,12.8794,31.8309,11.094,6.614
NCBP1,15.6942,19.6392,21.14925,23.6887,34.9435,27.7091,23.0927,38.1705,25.5626,26.292,23.1553,28.1279,30.343,21.7736,25.5547,14.3551,13.5076,20.0425,22.6455,29.9388,43.3482,33.8589,26.3446,15.5543,11.7821
DOK2,1.8846,73.8681,1.33175,2.9662,1.7362,1.0289,1.184,2.214,11.4653,3.4879,1.4948,7.327,0.9553,7.3085,1.3263,2.5457,1.4396,5.2422,4.5794,16.6027,1.0114,18.9513,1.9318,2.9928,2.2486
CYP3A7,4.5181,1.4317,2.94195,1.1979,1.7661,1.5174,12.9098,1057.0655,5.3141,2.1843,1.2304,1.2541,2.7569,2.3039,0.8909,1.6518,1.4837,1.4728,105.283,1.1375,1.4709,2.2607,1.6637,1.0443,1.0276
TMEM127,75.5239,76.7756,44.06605,29.2322,33.1597,62.8337,42.9794,41.8132,39.3803,38.192,38.9413,41.8469,29.893,48.0492,34.3733,60.404,69.7382,59.4964,45.0315,63.264,11.2966,22.9166,48.2664,51.6794,56.0096
CXorf38,8.3522,18.9565,4.55595,4.6558,5.9233,2.5803,5.235,4.1175,7.1548,4.5768,5.6043,7.7835,1.8573,5.7656,3.8724,3.4349,3.6409,3.5273,7.8547,12.2253,1.2859,9.4619,8.0814,5.5034,5.435
ASMT,1.2346,1.3443,1.03835,1.4485,1.2272,0.7887,1.1617,1.947,0.9642,1.3275,1.4391,1.0922,1.0811,1.8004,1.1857,2.6303,1.2601,1.0576,0.8588,0.9519,1.0745,1.16,0.7906,0.9896,1.4318
VPS8,16.4037,32.2018,38.9696,18.6393,24.834,50.3472,22.2117,24.6505,28.224,22.3089,41.1024,18.9992,286.3947,13.4652,24.6771,15.601,10.728,23.6411,17.042,21.5125,20.6921,14.1484,25.4383,15.8869,16.1401
ACYP2,139.315,34.6304,329.3055,52.9411,36.308,233.3438,44.9828,101.1391,69.4808,578.2123,32.6354,48.4645,46.154,23.4046,52.3369,87.6539,50.3157,38.8902,32.3472,62.1136,46.5553,35.3641,58.153,42.9789,41.2263
STAP1,1.2632,17.4028,1.666,2.4093,2.3582,1.3299,18.4261,3.2736,3.0213,1.8677,2.3273,25.6373,4.533,2.3637,2.7729,0.7602,4.1469,1.4894,2.6848,32.4757,5.2865,4.7272,2.3183,1.5496,1.6676
THEM6,149.3023,42.7362,102.1718,83.6498,80.6957,71.4944,116.8622,158.0266,102.5579,124.2022,34.9776,100.7581,136.9456,96.1336,105.6948,131.1632,161.6013,82.2936,157.7068,70.8901,32.8106,88.5416,152.6954,123.4163,92.9448
TMEM39A,55.1052,11.4244,17.8629,42.1159,18.3634,24.0967,39.3211,26.0449,60.544,26.5779,82.3894,38.9726,142.8769,72.2573,57.4362,46.3997,67.1751,34.793,23.9923,51.954,56.2337,43.9309,72.5215,58.5543,87.6819
PIGH,110.2773,38.312,117.7199,44.6336,39.4741,26.0712,92.3946,71.1103,42.1359,63.088,74.6086,55.2501,118.6128,88.9881,119.227,124.7514,124.2811,48.2894,63.7837,50.0793,101.0311,57.1587,113.8432,72.5308,54.7734
DCN,288.5445,35.1549,95.34705,891.9099,248.5774,587.8614,205.8325,138.2038,739.431,163.5551,457.1285,169.8309,143.6555,518.3233,198.4541,242.0394,165.4974,842.6825,216.219,34.1473,137.1735,132.0219,184.0753,407.3001,530.8286
ZNF491,13.7114,38.0224,29.27585,47.3264,70.8861,33.5623,90.34,25.1548,24.9087,18.6781,68.8989,34.6081,48.6859,16.2659,40.0134,27.5727,17.6636,59.761,36.2163,34.2803,49.5009,46.1742,39.0964,17.0719,22.7647
TLK2,17.071,28.8535,17.3786,23.4026,15.9595,19.7059,16.756,17.8396,21.0673,21.9986,33.6199,21.1753,11.3405,16.392,18.2336,21.2869,11.7725,19.0807,15.2538,28.6824,61.56,24.3036,23.7717,12.9088,21.6156
OR52N2,1.532,1.2888,1.1863,1.1185,1.7809,0.9614,0.8685,1.6359,1.354,1.445,0.912,1.2686,0.5663,3.6899,1.4881,1.4267,0.9449,1.1031,1.476,0.4637,1.5251,1.0628,1.2133,1.0789,1.0847
CTNND2,2.3137,0.4265,338.1062,8.337,5.3691,10.3755,0.5613,2.1833,2.0363,0.4869,1.4996,0.9327,33.8336,1.9251,4.7711,25.5936,1.1734,0.8535,1.9917,15.9571,8.1344,0.7423,0.9875,1.5103,0.5364
ZNF35,14.2231,17.2635,30.8793,45.428,35.7311,30.3397,55.2549,16.1612,24.8793,19.1764,58.6593,24.3182,33.0847,16.9188,37.0774,24.5477,13.7873,59.4829,21.919,37.6163,47.2719,26.7892,33.2733,15.6019,26.4278
SSMEM1,0.7803,0.6508,0.8983,0.9765,0.7779,1.3421,1.2492,0.7844,1.0155,2.9412,0.8061,0.5321,1.019,1.1639,1.0165,0.6724,0.737,0.6207,0.7666,1.0493,45.4814,1.0554,0.7233,0.6687,1.0989
MDP1,52.9303,26.719,35.6197,38.8856,19.0276,27.4285,29.1382,18.8205,29.0202,28.5627,28.4834,25.8759,34.0187,27.7902,32.6435,46.0881,36.1315,18.8307,21.7517,35.0702,41.2188,46.6711,44.5928,29.5254,34.2526
BRF1,24.4777,14.7502,28.32875,9.8178,12.9908,10.8958,11.9705,9.7206,11.4842,15.0505,14.781,15.5316,11.4925,61.7257,16.101,16.4176,226.0881,10.9675,14.8905,18.925,12.5946,15.4964,13.9503,27.4537,25.4443
INSL4,0.9626,0.7566,0.68605,0.6828,0.9168,0.7507,0.7664,0.5908,0.5953,0.895,1.0458,0.5452,0.7532,638.9211,1.0706,1.031,1.2269,0.686,0.538,2.1335,0.8336,1.5585,2.5395,0.4286,0.6336
GZMB,4.1957,480.0521,1.8041,5.3131,7.716,2.5896,1.0455,3.8146,31.8514,1.3006,1.496,18.5451,1.4057,10.4137,2.2801,5.9935,0.9027,3.2077,3.1581,159.867,0.9382,9.7674,2.788,27.2744,8.239
NDUFV3,65.7432,34.667,68.64655,34.193,87.2281,368.8493,79.2265,107.1075,30.9389,333.1565,23.7626,47.4275,69.0167,85.5443,74.6784,83.4835,126.1013,29.7828,85.9867,40.672,242.5794,41.3918,54.2861,53.8758,34.6878
WNT9B,1.068,1.3637,1.35325,1.4933,1.756,1.2869,1.6735,1.0693,2.0076,1.0613,1.2973,1.0706,3.7957,1.7304,2.084,1.0837,1.5968,2.0143,1.8878,1.2564,1.7883,1.0632,1.3753,2.2498,1.4613
NASP,28.8321,38.1012,33.26755,64.2572,62.3162,24.2617,38.1701,35.6278,40.9926,15.7146,113.3935,66.8789,25.6911,51.8281,50.9135,28.9017,26.315,29.6351,62.5518,46.2797,93.0361,95.1819,47.6088,31.0774,38.3096
MLLT1,2.2027,2.9533,1.17715,2.8538,1.9339,0.9981,3.065,1.0577,2.6685,5.5154,2.4749,1.4299,5.7774,49.5464,1.6177,1.6604,1.3833,1.3678,1.4178,2.1069,4.2482,4.9277,1.6124,1.3304,1.9904
OPRPN,1.9967,2.5297,2.556,17.4688,2.8839,3.5117,2.2702,1.0001,2.5012,3.6682,2.146,2.8406,6.9138,2.3538,2.5024,1.7699,344.5077,2.4553,1.9194,1.4254,1.9314,2.346,5.0349,109.9124,3.37
SH3RF2,2.5431,0.8725,1.07405,2.227,21.5837,606.9121,1.6278,6.0315,2.5705,25.4517,1.3483,13.8085,7.9803,1.0348,3.0392,3.7112,13.4097,20.8169,11.9516,0.666,818.0252,1.891,8.3882,7.749,1.98
CATSPERB,1.2761,2.3765,1.316,1.4018,1.3168,1.0035,1.3393,3.2492,1.0153,1.2968,0.9352,0.9574,7.6533,2.7096,1.2097,1.0019,2.8671,1.1221,0.8017,1.4215,3.0253,0.7333,0.8256,0.8982,1.0264
PTX3,15.4814,8.0256,3.00835,19.7143,3.8425,1.1845,2.8775,5.9359,40.2302,1.1433,7.24,1.6081,9.6148,12.9911,7.5424,50.5371,2.2794,26.5443,4.0043,57.3083,1.3615,19.4684,7.531,9.5403,5.3088
NLGN2,1.4616,3.3823,2.6683,2.2055,1.6598,2.259,1.5979,2.6289,2.3083,1.102,3.7502,1.7539,5.1685,1.7819,1.4625,2.772,3.6669,2.4702,1.308,1.5807,0.967,1.7602,1.608,1.3821,1.527
