gene_symbol,adipose tissue,adrenal gland,bone marrow,brain,breast,cervix uteri,colon,epididymis,heart,kidney,liver,lung,lymph nodes,muscle,ovary,placenta,prostate,retina,salivary gland,skin,small intestine,spleen,stomach,testis,thymus gland,thyroid gland,trachea,urinary bladder
ZNF10,43.6712,65.3269,40.6462,67.0733428571429,34.0981,69.1481,66.387,83.8508,48.6444,64.1899,70.2076,59.8676,52.7775,43.1953,74.5763,45.0032,64.2569,78.4419,57.9983,48.6263,61.4043333333333,67.9766,50.2595,126.6794,27.8183,81.0599,72.2898,28.769
NOV,28.9864,576.8886,38.0207,39.0716857142857,18.5238,23.4845,26.9205,21.7024,44.6717,26.0296,25.1991,31.7097,29.4069,47.691,22.3666,26.0762,39.8033,19.6584,13.2256,38.5364,27.8264,18.8087,32.0788,25.5097,33.2913,37.2225,20.8486,15.273
IFIT2,79.1034,54.8393,45.7109,69.8006857142857,46.7445,38.0873,36.3147,51.3461,84.1458,59.9055,55.5117,96.4255,60.8764,25.1441,78.091,68.1151,24.8267,79.5332,8.1361,29.2329,34.3805333333333,183.8059,24.9011,10.3683,15.6434,32.0484,54.3346,38.63
ECEL1,36.4078,89.5554,52.9688,87.1651714285714,28.5582,48.8405,62.9626,54.7655,42.1728,60.182,74.5391,44.3805,56.9441,45.231,112.0988,42.8789,51.5133,110.8022,58.9407,35.6346,54.0177666666667,57.327,76.9517,57.2408,56.9286,35.7936,51.7698,44.7636
PHF21B,48.5506,60.1301,77.0939,69.6995857142857,50.9015,56.2057,40.4653,44.8236,50.0072,68.6225,60.3093,56.7796,49.2548,46.2846,66.4662,56.2657,90.7652,73.7137,51.0994,61.0761,55.4523333333333,45.0152,93.3724,94.3422,52.0392,56.0797,48.0924,45.9118
KRTAP3-3,18.9319,15.6348,34.4366,14.9247857142857,17.7718,25.8095,22.1352,19.7928,22.7004,22.4113,34.1495,16.8342,22.9324,20.0649,27.5804,12.0571,17.7795,24.4089,34.0734,746.2279,16.4894666666667,25.9036,21.0484,15.585,20.4329,11.0613,19.3676,26.9107
PARG,46.7945,54.2116,53.2133,57.2493428571429,21.2193,55.0529,51.6515,61.8738,52.2436,60.5992,44.0945,50.6048,68.6197,48.5777,63.4747,44.1818,57.269,57.6167,13.1952,58.4617,61.8544333333333,92.5464,42.4833,52.3246,31.5014,51.6186,69.9966,21.6733
GPRC6A,227.6119,190.1481,116.6863,103.629342857143,427.2974,120.9986,175.4216,74.0469,176.6171,197.0002,147.7013,66.5567,422.1326,5253.3534,98.0846,149.3632,190.5108,216.047,322.4152,111.3965,81.2473,61.5686,96.6537,58.9802,95.5719,44.341,66.386,97.0342
NAA60,39.1016,51.5338,36.7299,60.2625285714286,88.4566,58.0471,53.4666,34.9548,50.0072,70.8707,40.8681,47.2272,49.1416,35.1105,33.8533,46.0515,46.4429,34.4785,110.5135,25.8745,36.4476666666667,40.0276,61.1249,36.3669,104.5515,40.3465,30.2745,85.8865
LUM,91.8745,73.806,4.5396,1.386,7.5462,36.541,43.3594,21.1596,95.0676,15.7931,15.0794,175.062,16.4607,7.4548,34.7217,132.5084,23.7093,1.7805,1.8131,25.9939,95.8721,1.4235,43.3729,4.4535,3.8577,23.8674,15.7789,39.6209
PCSK4,99.8148,74.1467,79.9871,77.8653142857143,58.8478,46.428,61.8134,71.2044,62.8106,78.4272,83.25,67.9504,75.5873,81.9288,57.6237,77.8473,65.0009,68.6354,126.3035,60.6557,68.2441666666667,60.0288,72.9824,260.4389,69.2357,69.3116,55.3448,52.9572
MRPS30,47.4455,61.3892,47.5357,46.4163,32.1907,33.9454,30.2053,25.3225,76.7419,0,57.4625,42.7752,28.474,92.7762,33.0066,49.8016,46.4429,29.5494,42.8959,76.8903,39.0881666666667,29.4686,44.2811,67.5625,42.2017,61.9164,38.466,34.5084
CCDC71L,0,0,0,17.3048857142857,0,74.6071,0,79.1602,0,0,0,0,135.6591,0,0,0,0,0,101.7221,0,20.7802333333333,148.3746,0,0,124.5462,0,87.3126,77.7902
CGB1,73.4844,66.5414,79.9871,66.4202,40.6191,0,81.486,0,109.6561,68.7807,88.1829,53.1119,0,109.2538,37.984,76.6026,99.2932,52.6682,0,69.8026,41.8529666666667,0,73.3193,166.9959,0,56.8599,0,0
SH3BGRL3,106.2172,55.8588,124.4572,58.3689,59.6665,36.6252,48.5381,43.8033,76.9188,53.5139,63.1516,86.336,67.5226,82.1177,55.7957,61.6941,66.362,35.9375,79.6921,124.7014,61.3902666666667,66.5824,91.8794,39.3284,61.8487,59.4027,55.9857,57.4017
EPM2A,57.9689,43.6608,34.0424,69.8251,37.9953,52.6963,116.9723,46.5058,127.9478,64.1899,46.1726,32.3737,38.4104,323.9191,56.1825,22.3483,31.1114,73.7137,36.6788,29.7079,49.6981,37.1843,41.3255,53.4202,59.8867,38.002,37.5904,92.8805
LRRC42,62.834,104.2538,60.9565,51.4192428571429,120.4288,59.6733,70.1589,68.1565,52.364,0,69.2443,57.437,43.5962,66.5942,100.3693,127.7155,63.9616,98.5254,39.6657,88.0788,53.4546333333333,37.1843,44.588,60.6326,66.8853,123.5395,67.7761,57.6666
ATF3,108.4413,59.8538,56.2367,39.5835428571429,85.6506,48.5043,47.4333,39.4918,56.7587,74.5533,60.8673,163.754,46.2859,111.5415,44.3201,208.566,55.0706,29.2785,21.0095,96.5765,52.0117333333333,37.0134,58.1056,35.0514,36.4192,69.1522,100.4793,50.11
CLK1,39.1918,40.0952,36.226,31.6785428571429,5.6459,54.6739,40.5586,37.4548,37.0709,32.3197,31.2165,55.7432,65.9856,23.1439,9.7859,47.6698,45.3858,30.5175,12.3145,43.4382,52.6211333333333,72.6707,33.4363,14.4446,29.1965,51.2632,67.7761,18.7467
DLG4,12.3082,28.582,17.299,162.577685714286,17.3672,32.2686,30.1358,14.3056,16.0337,14.6712,14.0406,30.3523,30.722,9.2563,30.1718,12.338,22.1268,85.0253,18.089,11.0885,26.4195333333333,26.5069,30.0067,33.7836,40.9572,15.6605,32.4397,21.2777
PAH,1.9779,20.6107,0.7329,3.47078571428571,1.6208,0.6789,1.1405,4.2025,1.9056,493.7041,640.3012,0.6112,0.7472,0.6301,0.6586,0.6071,5.187,1.2576,0.5388,0.8373,1.34806666666667,0.6388,4.833,5.5938,0.5934,0.8726,1.2767,0.6729
LAD1,25.1881,46.5685,39.6296,29.5277714285714,119.3247,115.0219,48.65,103.3968,22.1326,122.3113,52.0456,37.7739,46.0733,27.9535,23.692,99.3673,62.2185,31.5172,340.734,267.8375,96.027,24.0082,68.7414,24.3056,67.5041,28.695,115.3657,89.3151
CYP3A4,4.1514,21.2859,5.7679,6.84121428571429,4.7286,7.3245,7.0321,8.1566,3.5566,15.6483,506.2725,4.9453,7.9698,7.2017,1.1133,4.8111,7.8148,5.4019,16.7655,6.01,24.9290333333333,8.5972,9.3588,7.1731,13.6877,3.1032,8.9346,14.0257
RBM4B,39.8286,49.899,33.3442,63.3436428571429,87.0423,54.0481,46.4604,42.0249,42.9569,44.3064,42.9917,41.8015,45.6508,46.3913,58.56,56.3954,60.9424,44.0097,98.4953,49.759,47.3708666666667,49.472,46.155,43.0235,76.6179,73.5878,42.5674,92.4538
PXDN,160.7663,29.3151,25.236,21.4252142857143,77.5765,45.0589,74.6591,32.4719,69.5077,27.763,39.2089,85.7417,38.8552,40.3122,198.8845,65.6513,52.2299,41.7396,27.8879,22.6397,64.5785666666667,43.0883,44.7938,22.2693,45.7436,20.0358,25.0079,119.1035
HIST1H2AD,16.4133,26.1271,276.7069,14.6016857142857,44.3333,15.516,12.885,13.3201,27.5444,32.9964,30.0874,53.9749,62.0082,3.6261,49.6136,27.4944,293.7105,7.9717,9.171,28.8982,47.3963,43.1876,63.7116,24.9291,103.117,35.7113,24.9504,47.7446
GLIS2,58.9108,73.6363,45.0837,69.2857428571429,53.3004,77.7643,83.5763,74.5602,70.9631,209.6364,39.3898,70.0151,47.9125,44.5079,132.9232,114.3519,84.707,96.0613,66.4378,53.0727,55.5390333333333,44.3976,82.2656,39.601,69.5553,69.1522,49.7825,115.0601
PRKAA1,62.834,46.0354,87.9063,39.1216,30.39,96.7788,62.9626,79.5256,45.6071,59.9055,56.9357,74.5061,65.5313,39.9426,43.9138,43.9788,59.4182,60.1933,28.341,47.9591,80.1877,100.0828,50.2595,119.593,33.1383,61.9164,112.9996,53.8176
CCDC28B,54.2244,65.0267,53.0909,79.1136571428571,46.637,51.3784,52.2496,39.6741,99.3191,49.7126,46.9228,44.5853,60.1795,188.5544,68.1712,47.6698,105.9057,54.3937,50.8646,51.6264,51.3737666666667,53.7477,54.8553,61.7598,77.149,44.5457,44.0633,75.3225
SPINK7,156.0252,138.3859,237.695,95.4005,122.9505,71.0854,58.0875,120.9225,105.9333,91.0892,141.3788,89.7826,153.6204,128.9545,52.0716,132.5084,145.1843,101.2857,104.0916,342.6664,97.6332,99.623,137.4733,159.8475,125.6986,216.1752,92.0612,75.3225
DECR2,62.6895,91.2204,71.1246,51.1620571428572,49.8575,36.1227,49.898,56.1703,71.9503,106.5287,230.8789,45.3098,44.3046,70.378,46.8383,54.3555,67.9078,27.1987,60.7317,51.7454,54.4294666666667,44.092,58.2396,52.5661,52.2794,58.1843,44.0633,55.7089
NLGN1,35.1718,17.1038,20.0456,161.826228571429,7.5985,76.345,84.9343,65.9944,75.1679,56.5544,16.7257,21.2418,20.6276,52.8977,65.2531,32.9795,29.9861,123.4662,24.7979,17.6145,45.0003333333333,17.675,32.005,128.4417,21.8943,21.6175,36.0642,58.3344
KHSRP,45.5192,42.8639,47.4264,48.6862142857143,50.6676,35.6271,51.5327,37.9758,32.0651,39.3067,31.2885,42.4807,42.8005,57.8678,52.4325,56.1363,45.7003,36.1034,21.4989,47.9591,47.0375666666667,44.3976,40.3848,80.8548,56.7977,48.619,37.7639,34.0349
SPOCK3,11.4603,13.1854,3.5158,123.2484,5.5556,15.8774,10.2585,18.902,6.3392,10.1969,7.2842,10.1904,9.025,14.1722,11.9564,7.182,46.0171,21.6545,7.2014,8.9304,13.5733,9.3834,11.1742,9.9932,1.7311,13.1464,22.084,7.8872
UTS2R,74.6784,96.4033,92.2614,91.2640285714286,413.7426,108.838,152.0838,83.8508,125.6124,88.1996,112.3012,84.1767,65.0802,125.1517,115.7713,139.0732,97.9308,54.2686,173.5464,69.8026,74.9484666666667,67.3534,118.0914,166.9959,64.6146,86.0609,87.5139,129.9944
ZNF365,10.3799,17.3417,21.2334,275.161557142857,16.4335,22.1198,17.8272,18.7719,19.5449,12.4299,23.0348,22.6043,13.3183,13.0148,13.8868,12.338,14.6191,42.909,13.0441,22.1754,17.3663333333333,22.8223,17.5073,24.8717,27.4999,12.1844,18.6671,9.6588
TMEM41A,49.3395,107.4217,71.1246,54.5883571428572,66.0283,61.6283,43.2596,43.4017,45.8176,0,65.3709,49.3392,42.2133,55.9032,52.4325,73.662,74.2881,41.9323,52.1694,69.9635,63.8367,72.5036,66.255,103.6826,50.1569,49.637,42.4695,53.2016
TRPM5,106.4621,91.6414,126.771,93.7394571428572,64.5253,45.3712,91.0087,65.8426,82.9913,100.8014,116.2477,117.0016,70.8678,169.6042,77.375,125.3844,123.5718,75.4307,37.8805,115.8434,112.622766666667,72.6707,194.6338,125.2293,44.1906,104.6661,72.1235,37.6638
PSME2,47.2275,141.9358,52.002,29.9347285714286,143.4598,65.1299,63.3991,77.7154,61.6641,62.8734,148.3831,69.6935,120.9063,32.9182,52.0716,60.4287,72.5971,37.2862,137.2194,49.3028,89.0901,163.0645,84.7653,20.8788,193.3439,89.0853,100.0177,79.6021
RECQL,112.7703,58.2226,69.5056,30.8859285714286,12.7271,74.7791,76.0472,59.7733,91.4182,42.215,40.9623,104.038,97.1514,54.2546,67.5462,47.7797,34.8273,59.2309,5.241,69.9635,69.7746,145.3314,40.0146,25.7458,13.9422,53.3097,73.8035,9.3309
POLE2,41.9947,46.7834,155.9624,27.8672142857143,10.6593,40.6238,37.3321,20.6779,34.8364,26.9443,62.8614,46.9021,35.0307,33.9185,51.4755,58.7819,64.8514,28.7441,9.5151,110.8847,72.8508,33.8345,54.2273,68.8186,73.1696,43.6321,29.9969,12.7328
RGS17,46.3655,44.1664,85.1177,65.1885428571429,28.69,70.7588,55.7292,78.6153,64.8683,40.5945,62.2851,60.5609,90.8759,41.5371,46.9462,53.3634,75.1484,73.5442,41.4396,38.4478,77.4011333333333,136.2572,62.6929,35.3758,62.8536,62.9225,98.4185,29.8487
FHL5,141.3172,50.4768,18.7508,29.4357285714286,16.5474,106.3605,61.3879,86.2,94.6308,30.1625,17.676,177.0892,30.3703,183.4157,66.9269,11.8917,28.4393,19.1227,12.2579,44.144,62.7676666666667,22.4574,33.0536,378.1864,7.7684,45.7937,35.406,26.9727
FAM81B,4.0012,3.7247,22.6997,17.4826857142857,10.2738,11.6354,5.4965,113.3723,34.5965,8.3074,4.6386,66.8639,14.3037,2.7317,12.9301,2.4788,5.4315,8.0269,16.2336,3.4031,5.70396666666667,12.6287,4.3875,511.3354,9.5572,24.4234,143.2441,10.8624
MMP24,20.5681,24.7225,14.2567,164.624385714286,74.085,27.9757,28.9123,20.5829,21.7787,36.5146,22.1505,31.6368,20.0193,28.3424,22.2639,26.0162,28.9014,30.3772,28.4064,24.0365,18.7537333333333,14.2023,19.1081,22.4236,12.657,16.2857,18.7533,37.8377
GNG2,91.242,16.947,65.6176,76.3686,9.7663,32.1944,53.221,9.365,17.2597,7.0871,13.721,27.2391,51.2211,5.6161,34.882,12.5963,9.3308,51.4693,8.638,14.0563,60.6463,134.6975,18.5874,35.2132,52.1591,9.5018,17.6229,23.0104
TNN,452.0588,36.8207,41.3067,30.4513,772.2009,51.1423,50.7088,25.4981,41.7862,31.7298,92.1264,39.8283,38.7658,22.9317,12.7233,23.8366,23.492,186.8737,103.6133,168.6054,99.5537333333333,47.3543,41.041,17.0493,60.8598,60.229,46.9977,29.78
SPIC,94.8844,69.838,272.9104,67.1663857142857,55.684,46.0024,65.4761,50.0619,107.9028,45.1301,146.0106,55.2322,380.5825,91.5033,60.8977,50.6108,43.5431,76.8331,119.2382,63.8075,72.2202333333333,962.4087,72.3133,80.8548,144.654,61.3488,67.6203,56.7446
IL18RAP,28.523,12.4765,455.009,8.4737,19.5313,30.6747,35.2438,24.4066,16.182,10.9513,59.7564,66.7102,120.3508,21.0105,10.3896,21.7392,10.8622,10.0126,20.203,10.4441,62.7278,286.655,42.6794,16.3948,24.0066,13.9574,38.8219,36.1347
GPATCH4,56.7799,74.489,58.4817,112.966542857143,46.5297,147.1568,79.083,101.5096,40.0897,64.6348,58.2619,42.2856,162.3487,87.184,68.1712,40.7609,70.7815,41.5478,74.8886,50.6841,76.9894666666667,128.3393,67.7982,55.9379,139.4217,57.1223,78.9,66.2102
GMPS,36.9994,50.9439,84.3374,43.2899,44.538,77.407,53.221,71.3686,37.5001,29.0046,27.0013,34.5296,56.1628,39.304,49.3857,33.3613,37.8372,35.2005,67.829,59.1387,47.2001,65.3671,32.826,165.4649,69.5553,40.5327,65.6261,63.2302
PLPPR5,0,0,0,33.6464285714286,0,5.8181,0,3.2026,0,0,0,0,7.4208,0,0,0,0,0,8.2873,0,1.8563,5.654,0,0,0.4947,0,6.9515,2.065
GAK,63.2696,71.9601,103.519,68.3925285714286,88.0502,61.7704,79.083,57.8771,52.9703,69.0982,65.5216,63.5612,77.705,64.9287,86.4173,74.6867,66.976,52.6682,128.9483,76.1853,79.9988333333333,68.4478,85.5497,105.6102,99.8459,58.7227,110.9371,72.2644
RPL4,46.3655,38.6449,51.1705,27.19,48.8349,57.119,28.5156,36.3502,53.7072,40.4079,38.939,39.0114,41.3475,61.5796,57.4911,26.8067,37.7502,31.7357,68.1421,62.4988,39.5516666666667,24.9092,39.7391,20.4977,60.3018,49.9811,30.2745,72.0982
IL23A,63.2696,56.3757,72.7813,62.9375428571429,68.0347,51.3784,43.3594,113.1116,50.5863,51.2232,64.9209,68.7372,145.3613,62.7244,61.4612,68.1151,55.1975,77.7228,67.673,51.8647,64.7183333333333,142.6788,55.1085,386.1054,373.5342,59.5396,142.9147,66.8228
DUSP11,54.3494,40.6529,48.9801,42.1423142857143,41.1842,93.4933,39.7267,58.8176,46.2416,55.3945,35.924,54.3491,60.0411,48.3545,62.7481,51.0791,65.7536,40.5087,82.8735,71.4285,44.8957,49.9298,46.155,66.4823,95.7923,57.7838,50.5914,74.9764
PIP5K1A,43.6712,47.4342,44.5677,44.9729857142857,87.8477,54.6739,66.54,71.0407,42.9569,55.14,38.3164,47.5545,73.1895,38.9436,69.7591,122.5303,46.7648,83.0899,44.3012,49.9887,61.3299666666667,51.0928,47.013,107.3262,93.6118,55.0562,54.8374,52.8354
CSNK1G1,33.4345,32.1434,54.9566,36.6524428571429,37.9079,34.8964,50.4758,59.9111,26.1838,39.5792,27.5667,41.0385,52.0534,36.1773,22.2127,34.3751,39.1669,68.3201,19.9717,45.5902,38.8834333333333,47.4635,32.6001,380.8078,38.7552,48.0625,52.8539,27.8564
CDC42,44.1769,32.3662,41.1169,34.4205571428571,31.2414,31.317,23.6093,31.7327,35.5658,36.8525,19.5607,54.7258,38.8552,30.0218,29.6211,52.3894,46.0171,27.0737,30.0895,41.7707,39.1342,56.4104,24.616,19.2179,39.2944,49.8662,52.3693,33.9566
KRTAP13-2,0,0,0,13.2631714285714,0,50.7903,0,33.924,0,0,0,0,66.2901,0,0,0,0,0,4.4608,0,14.0815333333333,50.1602,0,0,1660.8499,0,43.7599,11.693
AMELY,185.8638,111.453,100.9299,113.005157142857,77.5765,74.6071,107.9153,115.4801,103.7607,108.2597,100.3193,71.3168,90.8759,155.7531,85.6251,149.0197,146.8654,65.8489,275.0524,140.2399,88.2913666666667,81.7259,89.1699,168.5411,271.2254,643.8815,56.1147,153.4351
ODF2,30.1436,25.1821,31.8434,34.3737714285714,55.1735,53.5526,44.8831,74.5602,21.3812,21.7504,18.0461,32.3737,58.0028,8.8805,43.3113,22.3998,26.6636,37.2005,27.1904,31.4682,33.2594,68.9223,22.9202,482.7318,98.0235,22.3772,76.5732,46.7654
NKAPL,0,0,0,9.12641428571428,0,27.2132,0,19.2091,0,0,0,0,7.3697,0,0,0,0,0,15.6464,0,3.2408,16.0827,0,0,4.0025,0,11.3783,19.2276
C17orf50,41.1334,51.7716,73.9639,51.9673,35.8699,50.0934,47.4333,42.2189,45.8176,45.8635,57.4625,49.4529,60.1795,49.2534,42.6188,77.6683,76.7219,56.8262,126.013,38.893,44.7768,49.8149,61.1249,216.6237,62.5648,43.0334,53.2202,45.1778
TMEM189,45.4145,44.2682,43.3531,57.2295285714286,38.3469,40.6238,73.9747,43.4017,37.7601,47.0399,42.4995,62.9785,42.0193,31.3644,31.3041,60.568,55.8367,50.6464,82.1137,77.0675,53.525,24.8519,76.9517,73.0644,57.7205,50.9103,46.8896,80.3387
NCKAP5L,80.7597,75.5252,79.4365,71.6217285714286,37.0451,50.8488,65.7783,57.2805,67.6134,62.2969,105.0472,72.6427,63.2337,59.3522,66.4662,68.5873,57.666,41.1669,65.1502,51.271,79.1028666666667,55.8933,84.7653,102.732,74.0168,57.1223,61.9551,61.295
NUP214,51.6648,35.0019,69.3458,45.6530857142857,91.5652,88.6708,51.8899,79.709,31.1195,68.4647,36.8455,42.9726,109.0056,35.3538,78.6323,42.9777,54.4402,70.0726,101.4882,46.1181,50.9205333333333,83.0538,41.7079,176.0783,281.4041,45.1654,46.8896,98.8382
PDCD6IP,68.1075,50.7098,75.8613,45.0521714285714,51.7285,91.9984,51.8899,82.8909,52.8485,57.8718,40.7741,83.405,77.8841,41.1563,62.0299,74.1726,54.315,57.8826,61.5766,75.8353,58.1257333333333,68.9223,39.1037,53.0525,61.0001,49.0689,77.6384,69.8111
PPWD1,49.3395,37.3329,56.8879,39.8587,11.7687,92.6361,59.7149,74.3887,43.4543,38.7674,44.6051,57.1731,118.1541,37.3626,66.1608,51.1969,43.5431,54.0192,13.977,45.0683,69.6479333333333,126.2873,36.4098,52.9305,37.011,52.9427,75.5226,19.9033
HBZ,34.5299,25.7687,98.4056,27.4931714285714,36.7054,32.2686,53.7134,26.3334,24.3239,27.0064,28.2088,56.5187,49.3684,21.4505,15.6171,31.2783,44.763,27.5771,85.7858,23.4894,34.1814666666667,34.2263,31.3486,32.041,29.6026,16.1364,35.3246,28.2439
SDS,39.5544,94.6438,65.3161,47.3774714285714,35.5411,27.0882,34.3624,44.3105,40.9291,33.3785,640.3012,41.9945,41.4428,42.7993,36.5259,39.3771,42.1618,62.3086,64.1823,31.0364,37.715,37.27,43.7742,40.1519,45.8491,37.6535,35.1623,52.351
PRELID1,39.1918,68.8798,48.5311,50.0964857142857,145.7909,49.066,76.2225,48.3623,30.7633,96.9319,88.1829,40.756,80.9933,19.1177,40.8885,50.9617,52.3503,31.8822,162.7105,48.5145,58.0134,65.3671,70.3426,30.5989,86.9622,54.6772,49.2127,90.5576
TSSK3,64.8926,81.1133,107.4039,69.9330571428571,98.7939,71.2493,111.4507,105.8052,63.1005,72.1883,88.9988,63.5612,85.3982,115.4613,96.2944,82.46,60.1062,76.8331,74.202,81.259,67.7211333333333,106.2575,73.8275,323.3746,88.9878,57.5183,75.6967,79.9696
HAO1,17.2264,28.7801,34.7552,19.6914857142857,12.4948,33.2491,24.1592,30.3045,11.5886,16.9616,1322.4654,41.1332,68.1473,7.5065,32.1811,20.6654,26.7251,29.9604,28.4064,19.0929,43.2363,25.9633,22.6578,13.9542,36.1685,15.915,24.3263,35.8034
RBM6,50.0259,69.3573,37.846,43.1257142857143,25.9257,77.7643,90.3822,68.6289,43.3544,45.443,55.1295,62.5449,78.9676,21.1561,59.3746,34.0599,61.3648,53.1555,39.5745,45.0683,91.6023,85.9725,76.422,41.9475,69.5553,39.0666,79.63,41.8721
TAS2R9,114.3391,121.6443,685.5198,836.821114285714,75.2888,34.6562,47.2153,50.9926,84.7291,59.4931,47.4662,93.7977,343.9132,494.8079,1181.9549,0.5061,81.268,128.0997,113.0877,80.1441,125.579333333333,146.3388,4877.7366,0,209.0886,125.5469,58.2206,21.4746
PITPNC1,71.9772,50.1293,41.785,83.3820714285714,70.9137,40.7174,54.8382,54.2634,55.2119,60.7389,48.3486,61.829,77.1701,35.5989,54.7773,52.0288,48.7438,144.3937,96.6976,23.6522,58.4659333333333,92.3335,67.1767,20.7829,99.3872,43.6321,77.4599,57.9328
S100A3,75.5431,53.9625,82.4176,62.4324428571429,52.4482,70.1101,61.1059,57.6112,53.9551,54.8867,49.2475,149.002,42.3106,60.3166,55.7957,94.025,44.1489,34.4785,97.1439,201.3128,44.2430333333333,30.9998,54.9817,50.5482,39.204,43.3317,61.5286,71.109
IGSF21,17.7499,30.9808,24.3792,175.199757142857,30.6006,23.5928,18.2424,16.9242,16.1448,0,13.8798,25.421,19.5186,11.0265,14.0799,28.9897,45.2814,44.4169,37.1891,14.855,14.0046,33.9907,19.9627,46.8496,32.3095,12.4683,15.7789,65.7544
ARHGAP35,47.6645,28.1898,18.451,86.3686571428572,49.8575,54.2976,46.2469,50.1773,51.29,55.2671,57.4625,27.7455,21.5501,50.6333,33.6202,16.9139,44.0473,52.4262,46.9262,34.9842,27.7159666666667,28.8642,33.9796,131.4334,26.6889,36.8813,40.558,49.4225
TRPM6,62.6895,75.3515,161.8155,111.4506,40.4325,31.4616,57.9539,38.3272,49.2077,153.9809,53.6271,78.7394,36.6816,57.6019,44.6273,75.7257,77.0761,50.9974,63.5939,81.0721,63.6961,61.7106,61.8327,93.4772,151.4713,52.9427,61.9551,34.5084
HNRNPUL1,40.4757,42.2758,61.6623,40.7141857142857,56.07,56.4651,60.5457,37.2827,32.3618,44.8195,42.207,46.4721,71.359,25.6116,54.6513,37.1744,54.4402,43.7067,68.2992,45.3807,48.6329666666667,41.4343,67.3315,64.969,102.1716,47.1852,41.0277,68.222
FKBP8,47.3364,36.232,88.3121,81.0178285714286,80.6734,41.0942,68.72,55.2722,39.5396,39.9454,46.7073,25.9533,57.7363,37.3626,67.2358,28.7239,44.8662,41.2618,71.518,43.4382,41.1756,48.681,50.4915,66.7891,58.7936,50.2118,43.3588,70.1334
SULT2A1,8.3598,684.0564,12.275,4.73751428571429,7.5462,7.9028,1.7341,6.8629,11.9133,5.146,908.6242,7.3823,3.9852,10.0794,5.3654,6.2265,6.7752,2.2519,0.5881,4.8292,21.1821,3.2461,24.5029,7.9745,2.0765,5.5822,4.0839,17.9442
TC2N,54.4747,17.1432,49.0931,13.9313,174.4738,185.6865,81.1116,93.2196,37.5001,34.472,25.905,98.6716,150.4696,14.4025,22.2639,79.2946,115.0587,55.9176,115.9887,83.1518,90.0241,170.3568,50.0286,37.4719,47.7893,63.6511,328.9098,39.9875
LACRT,78.9214,74.1467,48.8675,63.2163857142857,40.9007,51.6155,68.4042,61.5896,71.6197,100.8014,116.2477,55.3595,83.0709,52.8977,51.4755,54.1058,81.0811,78.0815,522.8962,70.7736,104.036666666667,51.6844,131.286,93.9087,50.621,51.8568,75.0027,50.9243
GRHL1,27.6182,11.0431,26.2434,18.9886857142857,254.5249,115.287,30.4147,48.2511,19.5449,44.5109,50.2787,38.1234,24.2912,18.554,10.3896,323.0305,98.3829,42.4178,138.4891,373.9999,16.6959,14.8033,19.0642,28.2297,16.0816,25.3984,104.2502,37.4908
FABP6,6.327,57.0285,6.7923,37.1542285714286,3.2414,9.3709,7.2291,20.022,31.4075,7.2856,7.2842,39.6453,7.2686,8.5199,28.6155,5.4106,6.6209,8.7609,13.3787,6.4546,212.4532,6.2858,9.2091,40.8984,21.8943,4.8062,41.9833,19.9492
TGIF2LY,28.7869,14.0959,31.3343,27.9566142857143,44.538,6.7886,38.2017,42.8062,52.0035,27.1311,131.9424,23.3987,8.4615,24.8563,10.6317,2.0761,48.075,4.1932,4.3094,17.8185,12.9823666666667,28.1423,2.144,1474.7075,387.5524,2.1321,10.7171,19.0952
CDK2AP1,56.13,44.884,38.1962,80.6764714285714,72.3986,43.9319,47.6522,34.1592,53.3375,53.7609,49.9326,47.8842,36.7662,48.0216,66.0087,33.1317,59.2815,27.0115,168.4285,45.4853,50.6091333333333,25.6661,43.6735,40.6168,107.7284,43.9345,43.4587,77.2547
RSRP1,24.9571,54.2116,72.6139,37.9751428571429,14.313,24.7047,35.3251,71.2044,51.5267,46.8238,43.2897,79.2852,63.7454,17.5969,28.5497,32.1546,77.4318,23.4719,18.6817,32.4244,66.1369333333333,56.9324,43.7742,18.2266,24.9649,63.7978,52.9757,17.5358
SRA1,47.9949,118.3292,46.6681,44.2775428571429,251.6114,27.7831,48.0931,59.4986,55.8512,63.748,61.5721,38.0358,46.3926,70.0546,44.015,43.8777,53.3236,32.3257,102.6634,38.2711,50.4569333333333,37.7885,58.7785,56.5856,51.8001,65.1337,60.5448,43.3436
RASGRF1,13.4646,13.1854,12.1624,196.291771428571,12.5525,18.2297,13.0342,21.1596,10.448,12.5449,14.4339,28.7205,23.2514,19.7896,12.1507,16.0414,11.8555,24.92,15.185,16.3633,15.2600333333333,24.1746,13.4035,28.0353,15.2521,10.5149,12.8256,12.5581
GALNT3,15.8926,20.1879,80.3563,26.0233142857143,102.9746,75.2975,34.4416,71.2044,12.736,58.6768,25.4908,75.8913,30.0226,8.9215,26.5217,30.9203,157.3691,31.5899,88.1892,80.8856,121.097233333333,149.0595,90.2025,137.6277,10.0307,141.1906,261.2623,25.3469
KRTAP4-11,92.9383,80.7406,112.4657,70.7481,78.6557,64.9801,187.9676,44.3105,82.9913,86.5898,75.7503,89.37,75.7616,130.1477,127.2333,154.6121,100.6745,118.4536,157.9121,79.0445,91.9930666666667,42.3019,119.7342,76.6842,83.2397,91.3705,44.471,74.6319
