gene_symbol,adipose tissue,adrenal gland,brain,breast,colon,heart,kidney,liver,lung,lymph nodes,muscle,ovary,prostate,testis,thyroid gland
MPHOSPH9,2.6732,5.4832,5.1347,4.3183,2.9618,7.9424,7.2018,7.8869,3.01,5.6194,2.3235,4.116,2.2887,7.417,2.9775
PLEKHA5,8.0196,3.9166,12.3234,6.4775,10.3665,29.1223,13.2032,7.8869,7.0233,3.7463,1.3941,14.4061,16.0207,14.834,12.6545
PRSS8,0.401,0.47,0.2054,10.7958,10.3665,0.2647,43.2106,13.1449,62.2065,0.4683,0.2323,1.372,6.866,6.6753,56.573
SIKE1,26.732,16.4496,19.512,31.3078,14.8092,21.1799,30.0073,26.2898,12.04,28.0969,16.2644,24.6962,17.5465,17.8008,17.1208
RRP12,6.683,10.1831,9.2425,6.4775,4.4428,10.5899,7.2018,7.8869,9.03,3.7463,69.7044,9.6041,3.8144,11.1255,11.9101
FNIP2,25.3954,14.0996,19.512,20.512,13.3283,90.0144,45.6111,31.5478,24.0799,10.3022,9.2939,10.2901,10.6804,12.6089,19.3539
MSMO1,24.0588,32.1158,94.4791,32.3873,29.6185,15.8849,73.2179,1025.3023,349.159,32.7797,13.9409,111.1327,25.9382,59.336,17.8652
TTC17,16.0392,19.5828,9.2425,16.1937,14.8092,15.8849,16.8041,42.0637,18.0599,16.8581,20.9113,21.2661,16.0207,16.3174,20.0983
ALX4,0.2673,0.0783,0.4108,2.1592,0,0,0,0,0.1003,0.0937,0.2323,0.0686,0.0763,0.6675,0.2978
FSTL4,0.1337,0.0783,7.1886,0.108,0.1481,0,1.2003,0.2629,0.5017,0,0.4647,0.0686,1.5258,1.4834,0.1489
FOXN3,93.5619,30.5492,18.485,83.1275,79.9699,90.0144,12.0029,34.1767,33.1099,40.2722,120.821,31.5562,54.928,27.4429,22.3315
METTL24,0.802,3.1333,2.0539,0.7557,11.8474,5.295,3.6009,0,1.0033,1.8731,0,4.116,6.866,2.2251,1.4888
AKR7A2,30.7418,21.9328,23.6198,41.024,32.5803,42.3597,46.8114,97.2723,36.1199,27.1603,72.0279,34.3002,50.3507,25.2178,26.0534
MRTO4,21.3856,46.9988,25.6737,22.6711,19.252,13.2374,22.8056,36.8057,15.05,13.1119,23.2348,30.8702,19.0722,21.5093,25.309
NNAT,8.0196,5.4832,85.2366,91.7641,62.1988,2.6475,2.4006,1.0516,3.01,9.3656,6.9704,2.744,61.794,9.6421,1.4888
USE1,13.366,19.5828,19.512,20.512,16.2902,15.8849,10.8026,31.5478,9.03,15.9216,39.4992,14.4061,16.0207,11.1255,14.8876
MCF2L2,0.2673,0.47,12.3234,0.2159,0.4443,0.2647,0.2401,0.2629,0.2007,0.281,0.4647,0.2058,0.2289,0.5934,0.2233
NRIP2,12.0294,22.7161,18.485,10.7958,14.8092,7.9424,8.4021,2.1032,4.0133,17.7947,18.5878,15.0921,11.4433,20.7676,13.3989
LAMA3,6.683,7.0498,0.9243,10.7958,4.4428,5.295,3.6009,1.5774,20.0666,12.1753,1.6264,6.174,9.1547,3.7085,2.9775
AP5M1,6.683,8.6164,22.5928,12.9549,8.8855,21.1799,27.6067,15.7739,5.0167,13.1119,9.2939,13.7201,9.1547,8.1587,14.8876
ANAPC4,8.0196,13.3163,9.2425,11.8754,7.4046,10.5899,13.2032,10.5159,6.02,12.1753,11.6174,20.5801,17.5465,10.3838,13.3989
KCNQ1,10.6928,5.4832,0.8216,3.2387,5.9237,29.1223,27.6067,2.3661,10.0333,3.7463,0.4647,2.744,14.4949,3.7085,51.3624
TRAPPC3,37.4248,38.3823,26.7006,44.2627,45.9086,45.0072,44.4109,55.2086,37.1232,43.0819,30.2052,28.1262,43.4847,34.1182,46.8961
THRAP3,208.5095,143.3462,107.8294,131.7085,74.0462,142.9641,75.6185,89.3853,77.2564,74.925,360.1394,118.6788,80.1034,94.9376,193.5393
PHPT1,29.4052,49.3487,40.0509,43.1831,44.4277,119.1367,42.0103,34.1767,35.1166,35.5894,92.9392,33.6142,35.8558,53.4024,51.3624
ENTPD2,0.2673,0.705,8.2156,2.1592,2.9618,1.3237,2.4006,0.2629,1.0033,0.9366,1.6264,1.372,1.5258,8.9004,0.5211
LY75,2.6732,7.0498,0.6162,2.1592,1.4809,0.7942,2.4006,0.7887,6.02,3.7463,0.9294,1.372,1.5258,0.7417,9.677
ARID4B,16.0392,21.1494,25.6737,14.0345,22.2138,15.8849,15.6038,10.5159,22.0733,18.7313,11.6174,19.8941,20.598,25.9595,29.7753
OPN3,4.0098,3.1333,7.1886,3.2387,2.9618,2.6475,6.0015,10.5159,9.03,6.5559,0.697,5.488,1.5258,3.7085,4.4663
SDCCAG8,12.0294,11.7497,18.485,14.0345,8.8855,10.5899,10.8026,7.8869,9.03,10.3022,18.5878,11.6621,8.3918,8.9004,21.5871
PTPRN,0,0.0783,37.997,0,2.9618,0,0,0,0.1003,0.3746,0,0.0686,0.534,0.2225,0.0744
HHAT,2.6732,2.3499,2.0539,3.2387,2.9618,2.118,3.6009,2.1032,4.0133,0.9366,0.4647,2.744,3.0516,2.2251,6.6994
KIF1B,24.0588,7.8331,110.9102,20.512,17.7711,50.3022,14.4035,18.4029,14.0466,10.3022,216.0836,15.0921,16.7836,20.7676,44.6629
FOXC1,30.7418,18.7995,7.1886,16.1937,8.8855,10.5899,51.6126,1.0516,29.0966,25.2872,13.9409,10.9761,17.5465,21.5093,9.677
TBC1D22A,16.0392,15.6663,9.2425,10.7958,11.8474,10.5899,8.4021,13.1449,9.03,14.0484,23.2348,8.9181,9.9176,6.6753,11.9101
SYNE2,33.415,10.1831,2.0539,9.7162,14.8092,39.7122,34.8085,10.5159,19.0633,14.985,106.8801,24.0102,9.1547,11.8672,28.2865
PLEKHH1,0.9356,0.7833,78.0479,2.1592,2.9618,2.3827,7.2018,1.8403,0.8027,0.4683,1.1617,1.372,4.5773,2.9668,46.1517
ATP9A,76.1861,17.2329,231.063,130.6289,53.3132,34.4173,27.6067,18.4029,31.1032,18.7313,34.8522,42.5323,46.5362,51.1773,61.0393
SPO11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8672,0
CBLN4,0.1337,0.6267,20.5389,0.5398,0.1481,0,1.2003,0.2629,0.5017,0.3746,0,15.0921,0.2289,13.3506,0.1489
CHRDL2,0.1337,1.5666,0.3081,0.3239,31.0994,5.295,0.8402,18.4029,0.301,2.8097,2.3235,6.86,22.1238,8.9004,0.5955
FAM168A,36.0882,16.4496,113.9911,22.6711,32.5803,37.0648,22.8056,23.6608,15.05,26.2238,34.8522,34.3002,32.0413,17.8008,23.0758
RELT,2.6732,5.4832,5.1347,0.9716,0.7405,1.059,0.6001,0.7887,7.0233,14.0484,2.3235,0.686,0.6866,1.4834,1.4888
GALC,20.049,12.533,45.1856,17.2732,16.2902,26.4748,22.8056,13.1449,35.1166,14.985,11.6174,19.2081,18.3093,17.8008,23.0758
NOP58,33.415,75.198,36.9701,33.4669,47.3895,34.4173,39.6097,65.7245,34.1132,47.7647,39.4992,65.8564,44.2476,48.2105,90.8146
SZRD1,84.2057,80.6812,23.6198,61.536,65.1606,76.777,54.0132,78.8694,64.2131,60.8766,92.9392,69.9725,56.4538,34.1182,77.4157
KCNH2,0.802,3.9166,5.1347,0.3239,20.7329,63.5396,0.6001,0.2629,2.0067,1.8731,0,8.9181,15.2578,15.5757,0.6699
CUL1,81.5325,65.0149,78.0479,57.2176,74.0462,90.0144,45.6111,92.0143,52.1732,70.2422,174.261,61.0544,77.8147,138.6978,90.0702
FAM114A2,18.7124,14.0996,6.1617,15.1141,17.7711,18.5324,14.4035,18.4029,9.03,12.1753,20.9113,15.7781,13.732,22.9927,12.6545
CYFIP2,4.0098,32.1158,102.6947,2.1592,5.9237,15.8849,92.4226,18.4029,14.0466,27.1603,2.3235,6.86,10.6804,10.3838,10.4213
TAB2,72.1763,43.0822,46.2126,69.093,149.5732,137.6691,51.6126,49.9506,103.343,83.3541,151.0262,74.7745,94.5983,52.6607,66.25
GINM1,159.0553,73.6314,65.7246,112.2761,142.1686,116.4892,115.2282,86.7563,108.3597,54.3206,123.1444,93.2966,93.0725,100.1294,139.1994
EIF2AK2,38.7614,24.2827,34.9162,33.4669,31.0994,31.7698,25.2062,18.4029,22.0733,32.7797,18.5878,48.0203,27.464,20.0259,25.309
USP36,20.049,19.5828,11.2964,11.8754,10.3665,7.9424,10.8026,7.8869,21.0699,14.985,20.9113,24.6962,12.9691,10.3838,17.8652
KMT2C,21.3856,10.9664,14.3773,15.1141,13.3283,18.5324,12.0029,10.5159,14.0466,16.8581,41.8226,17.8361,13.732,11.8672,16.3764
MCOLN3,1.3366,0.3917,0.4108,3.2387,1.4809,1.3237,4.8012,0.2629,6.02,0.9366,0,2.744,0.534,1.4834,6.6994
CCDC85A,6.683,1.5666,8.2156,6.4775,1.4809,5.295,0.8402,0,2.0067,0.7493,0.9294,0.2058,0.7629,0.7417,3.7219
PUM2,68.1666,64.2316,67.7785,60.4564,100.7028,103.2518,63.6155,68.3535,67.2231,65.5594,72.0279,79.5765,88.4952,57.1109,61.7837
MRPL43,29.4052,21.9328,21.5659,26.9895,32.5803,23.8273,25.2062,36.8057,21.0699,22.4775,39.4992,21.2661,30.5156,36.3433,29.7753
ITIH4,0.1337,0.7833,0.3081,0.3239,0.1481,0.2647,0.12,49.9506,0.5017,0.9366,0.2323,0.1372,0.3814,0.6675,0.5955
ITIH1,0,0.3917,0,0.108,0,0,0,1251.3946,0.5017,0.0937,0,0.0686,0.0763,0.1483,0.2233
HPF1,41.4346,39.9489,71.8863,41.024,51.8323,42.3597,37.2091,49.9506,16.0533,24.3506,32.5287,56.9384,37.3816,41.5352,45.4073
ZFR,65.4934,44.6488,123.2336,64.7747,88.8554,79.4245,67.2164,49.9506,56.1865,55.2572,118.4975,78.2045,68.66,67.4947,65.5056
ZNF280C,5.3464,4.6999,2.0539,3.2387,1.4809,2.118,3.6009,2.629,2.0067,3.7463,4.647,5.488,3.8144,21.5093,2.9775
NPFFR2,0,0.47,0.6162,0,0.1481,0,0.12,0,0,0.7493,0,0.1372,0.6866,0.7417,0.5955
PHF21B,0,0.0783,1.0269,0.108,0,0,0.4801,0,0.1003,0,0,1.372,0.3814,2.2251,0.3722
TRAF1,1.3366,10.1831,3.0808,2.1592,1.4809,1.3237,3.6009,1.0516,9.03,17.7947,1.1617,3.43,7.6289,1.4834,2.2331
RC3H2,33.415,18.0162,29.7814,23.7507,23.6948,39.7122,19.2047,18.4029,27.0899,21.5409,37.1757,18.5221,17.5465,17.0591,18.6096
IL17RB,4.0098,3.9166,19.512,5.3979,5.9237,5.295,61.215,47.3216,3.01,3.7463,2.3235,6.86,3.8144,5.1919,5.9551
TRAF3IP2,30.7418,9.3998,10.2695,11.8754,14.8092,7.9424,6.0015,5.258,18.0599,12.1753,13.9409,7.5461,14.4949,5.1919,11.9101
GYG2,482.5123,0.7833,20.5389,403.7622,5.9237,1.8532,1.2003,47.3216,2.0067,4.6828,0.697,10.2901,6.866,3.7085,4.4663
DCBLD2,14.7026,7.8331,6.1617,30.2282,17.7711,39.7122,15.6038,13.1449,11.0366,7.4925,11.6174,25.3822,14.4949,33.3765,16.3764
SERPINB3,0.1337,0,0,0,0,0,0,0,66.2198,0,0,0,0.4577,1.4834,0.2233
SOAT1,36.0882,27.4159,13.3503,20.512,23.6948,13.2374,30.0073,28.9188,41.1365,35.5894,13.9409,37.7303,22.1238,24.4761,18.6096
PKP2,24.0588,3.1333,3.0808,3.2387,7.4046,521.554,7.2018,28.9188,2.0067,3.7463,9.2939,18.5221,4.5773,8.9004,1.4888
MSH4,0.1337,0.3133,0.5135,0.2159,0,0.2647,0.12,0,0.1003,0.0937,0.9294,0.686,0.1526,5.9336,0.2233
F7,0.5346,0.5483,1.0269,0.108,0,0.2647,0,184.0286,0.1003,0,0,0.686,0.2289,2.2251,0.2233
GDI2,355.5353,166.8456,174.5809,260.1783,306.5511,140.3166,194.4475,344.3964,181.6028,196.6782,413.5794,240.7876,204.4543,180.9747,183.118
PRDM1,18.7124,15.6663,1.0269,5.3979,2.9618,2.3827,2.4006,2.629,24.0799,23.4141,2.3235,3.43,2.2887,2.2251,5.2107
ATG5,29.4052,25.8493,25.6737,30.2282,45.9086,29.1223,37.2091,39.4347,35.1166,33.7163,32.5287,35.6722,41.9589,31.8931,30.5197
TMCC3,45.4444,8.6164,24.6467,10.7958,22.2138,5.295,13.2032,5.258,7.0233,12.1753,55.7635,12.3481,18.3093,8.9004,15.632
PITHD1,94.8985,71.2814,299.8684,96.0824,78.4889,71.482,51.6126,76.2404,54.1798,74.925,120.821,65.1704,74.7631,109.0298,96.7697
MTA3,8.0196,6.2665,19.512,10.7958,11.8474,7.9424,7.2018,5.258,8.0266,9.3656,4.647,18.5221,13.732,17.8008,8.9326
USP13,100.2449,8.6164,14.3773,21.5916,10.3665,235.6259,6.0015,13.1449,5.0167,6.5559,750.484,15.7781,8.3918,16.3174,63.2725
ATP11B,37.4248,17.2329,11.2964,20.512,28.1375,31.7698,21.6053,23.6608,30.0999,32.7797,16.2644,23.3242,23.6496,25.2178,20.0983
LAMC2,6.683,3.9166,0.7189,19.4324,5.9237,1.8532,12.0029,0.7887,37.1232,3.7463,2.3235,10.2901,8.3918,2.9668,17.1208
CDK14,24.0588,17.2329,75.994,17.2732,19.252,15.8849,20.405,23.6608,21.0699,24.3506,6.9704,21.2661,12.2062,18.5425,16.3764
SEC61A1,177.7677,146.4794,50.3204,114.4353,94.7791,100.6043,178.8437,444.2977,133.4429,175.1372,109.2036,148.863,97.6498,83.8121,136.2219
PPP1R12A,34.7516,32.8991,21.5659,26.9895,63.6797,23.8273,16.8041,7.8869,40.1332,31.8431,27.8818,29.4982,96.124,34.1182,26.7978
RASGRF1,0.1337,0.705,34.9162,0.2159,0.4443,0,2.4006,0.2629,3.01,0.6556,0,0.1372,0.3052,0.445,0.0744
CAMK2B,0.2673,0.6267,84.2096,2.1592,0.5924,37.0648,0.4801,2.629,0.1003,0.4683,88.2922,0.2058,0.6866,3.7085,8.1882
CROCC,5.3464,6.2665,2.0539,5.3979,2.9618,2.3827,3.6009,1.8403,5.0167,6.5559,2.3235,10.9761,5.3402,4.4502,2.2331
POLR3E,10.6928,11.7497,6.1617,9.7162,7.4046,10.5899,8.4021,10.5159,9.03,11.2388,39.4992,10.9761,8.3918,8.9004,16.3764
ATP2B4,126.9769,76.7646,73.9401,279.6107,271.009,121.7842,30.0073,55.2086,137.4563,67.4325,18.5878,153.665,183.0934,65.2696,26.7978
ZC3H11A,92.2253,49.3487,27.7276,66.9338,56.2751,58.2446,54.0132,49.9506,91.3031,98.3391,72.0279,66.5424,51.8765,53.4024,52.8511
RIOK2,12.0294,10.9664,14.3773,15.1141,16.2902,15.8849,14.4035,18.4029,6.02,11.2388,25.5583,16.4641,13.732,13.3506,16.3764
YIPF1,32.0784,28.9826,19.512,30.2282,32.5803,31.7698,48.0117,118.3041,37.1232,47.7647,55.7635,32.2422,41.196,33.3765,34.2416
NDC1,13.366,13.3163,10.2695,14.0345,14.8092,13.2374,16.8041,15.7739,8.0266,14.0484,9.2939,15.0921,10.6804,19.2842,14.8876
DGKG,1.3366,3.1333,14.3773,0.6477,2.9618,18.5324,2.4006,1.3145,3.01,0.9366,4.647,0.686,3.0516,1.4834,2.9775
FLYWCH1,9.3562,10.9664,11.2964,6.4775,8.8855,7.9424,6.0015,2.629,8.0266,5.6194,16.2644,8.9181,10.6804,5.1919,8.9326
UNKL,4.0098,4.6999,3.0808,7.557,4.4428,2.6475,3.6009,2.629,4.0133,7.4925,4.647,2.744,3.8144,2.9668,5.9551
TBXAS1,8.0196,9.3998,5.1347,4.3183,1.3328,2.6475,3.6009,7.8869,16.0533,12.1753,1.3941,2.058,2.2887,1.4834,1.4888
PARP12,8.0196,19.5828,2.0539,8.6366,4.4428,7.9424,8.4021,15.7739,17.0566,25.2872,9.2939,9.6041,8.3918,8.9004,7.4438
ALDH18A1,29.4052,33.6824,20.5389,39.9444,37.0231,15.8849,58.8144,86.7563,30.0999,44.0184,6.9704,65.1704,32.0413,29.668,66.9944
TARBP1,4.0098,14.0996,12.3234,11.8754,5.9237,7.9424,8.4021,5.258,5.0167,8.4291,6.9704,9.6041,6.866,6.6753,6.6994
GATB,2.6732,3.1333,9.2425,4.3183,2.9618,21.1799,6.0015,7.8869,1.0033,2.8097,6.9704,2.744,3.8144,2.9668,2.9775
MXD1,33.415,5.4832,13.3503,11.8754,10.3665,7.9424,8.4021,7.8869,58.1932,31.8431,25.5583,8.2321,11.4433,10.3838,8.9326
CDK17,42.7712,26.6326,63.6707,19.4324,41.4659,18.5324,18.0044,18.4029,68.2265,33.7163,20.9113,18.5221,25.1753,44.502,18.6096
DNAJC25,12.0294,10.9664,15.4042,21.5916,16.2902,13.2374,25.2062,65.7245,18.0599,12.1753,9.2939,19.8941,17.5465,19.2842,18.6096
SLC2A3,298.0616,37.599,48.2665,38.8648,122.9166,18.5324,4.8012,5.258,248.8259,100.2122,48.7931,33.6142,103.7529,26.7012,12.6545
PSD,0.5346,1.5666,53.4012,0.7557,59.2369,0.5295,0.4801,0.5258,0.7023,1.8731,0.4647,6.174,48.8249,2.9668,0.4466
CTDP1,9.3562,10.1831,4.1078,5.3979,4.4428,5.295,6.0015,5.258,4.0133,5.6194,9.2939,4.802,3.8144,12.6089,8.9326
YBX3,193.8069,78.3313,17.4581,97.162,192.52,259.4533,56.4138,15.7739,275.9158,92.7197,5852.8457,65.1704,125.8767,130.5391,235.2247
STYK1,0.401,0.6267,7.1886,0.4318,1.4809,0,0.6001,0,2.0067,2.8097,0,0.686,3.0516,0.5192,0.2233
WNK1,157.7187,31.3325,111.9372,75.5705,57.756,203.8562,84.0205,42.0637,53.1765,59.94,155.6731,45.2763,45.0105,56.3692,44.6629
CCAR1,37.4248,41.5156,36.9701,34.5465,41.4659,26.4748,38.4094,28.9188,28.0932,32.7797,30.2052,30.8702,28.9898,37.085,40.1966
OGFR,22.7222,25.8493,13.3503,14.0345,19.252,7.9424,10.8026,28.9188,28.0932,20.6044,23.2348,17.8361,14.4949,9.6421,17.8652
GNA15,9.3562,6.2665,4.1078,4.3183,2.9618,2.6475,1.2003,1.3145,22.0733,8.4291,0.9294,2.744,9.1547,2.2251,0.7444
CREB3L3,0,0.1567,0.4108,0.108,0,0,0.6001,1196.186,0,0,0,0.1372,0,0.3708,0
PIGV,12.0294,5.4832,7.1886,14.0345,10.3665,5.295,13.2032,28.9188,6.02,14.0484,9.2939,9.6041,17.5465,34.8599,11.1657
PTPRU,12.0294,2.3499,10.2695,15.1141,7.4046,10.5899,3.6009,13.1449,12.04,3.7463,65.0574,17.8361,13.732,7.417,12.6545
SNRNP40,24.0588,25.066,20.5389,16.1937,17.7711,15.8849,20.405,23.6608,17.0566,21.5409,25.5583,30.8702,22.1238,25.9595,19.3539
RIMBP2,0.1337,0.1567,13.3503,0.2159,1.3328,0,2.4006,0,0,0.1873,0.2323,2.744,0.6866,2.2251,0.2233
COL11A1,0,0,3.0808,3.2387,0.1481,0,0.2401,0,0.301,0.1873,0.2323,0.686,0.2289,0.7417,0.2978
QSER1,17.3758,7.0498,9.2425,15.1141,19.252,18.5324,10.8026,7.8869,11.0366,13.1119,13.9409,27.4402,12.2062,17.0591,11.9101
MPC1,69.5032,52.4819,158.1498,105.7987,66.6415,916.0289,229.256,946.4329,77.2564,73.9885,232.348,48.0203,68.66,47.4688,112.4017
ACAA1,10.6928,9.3998,13.3503,16.1937,5.9237,21.1799,20.405,134.078,12.04,16.8581,6.9704,5.488,12.2062,4.4502,11.9101
BCAT1,20.049,2.3499,24.6467,9.7162,16.2902,5.295,6.0015,2.1032,8.0266,8.4291,4.647,24.6962,6.866,9.6421,3.7219
HDAC7,28.0686,28.9826,6.1617,17.2732,20.7329,10.5899,12.0029,2.629,41.1365,29.97,4.647,24.6962,16.7836,8.1587,19.3539
LZTS1,4.0098,12.533,13.3503,4.3183,1.3328,5.295,2.4006,0.7887,6.02,2.8097,1.6264,5.488,2.2887,5.9336,1.4888
PRDM6,0.2673,1.5666,0.5135,1.0796,11.8474,0.7942,1.2003,0,5.0167,2.8097,0.4647,4.116,30.5156,1.4834,1.4888
WNT8A,0,0.1567,1.0269,0,0.1481,0,0,0,0,0,0,0,0,0.5192,0.1489
SPAG4,2.6732,13.3163,2.0539,1.0796,1.4809,1.5885,3.6009,2.629,5.0167,32.7797,1.3941,3.43,2.2887,9.6421,0.7444
NCKAP1,40.098,23.4994,61.6168,34.5465,68.1225,76.777,40.81,21.0318,35.1166,21.5409,85.9688,30.1842,48.062,28.1846,53.5955
MRPS35,44.1078,59.5318,81.1288,56.1381,91.8172,142.9641,139.234,212.9474,38.1266,44.0184,141.7323,56.9384,76.2889,41.5352,92.3034
SFSWAP,12.0294,15.6663,12.3234,8.6366,8.8855,7.9424,6.0015,5.258,9.03,10.3022,18.5878,10.9761,9.9176,7.417,11.1657
TNK2,6.683,11.7497,18.485,7.557,7.4046,5.295,1.2003,5.258,7.0233,16.8581,11.6174,6.174,6.866,5.1919,3.7219
MON2,10.6928,9.3998,18.485,12.9549,8.8855,7.9424,14.4035,15.7739,9.03,10.3022,9.2939,13.7201,12.2062,7.417,11.9101
CDH3,0.6683,4.6999,2.0539,11.8754,0.5924,0.2647,6.0015,0.2629,7.0233,3.7463,0.4647,62.4264,3.8144,5.1919,2.9775
ARSF,0.2673,0.3133,2.0539,0.4318,0.1481,0,0.7202,7.8869,0,0,0,0.1372,0.0763,0.2967,0.1489
GPBP1,53.464,52.4819,73.9401,51.8197,68.1225,52.9496,49.212,34.1767,85.2831,63.6863,58.087,80.9485,41.196,83.8121,72.9494
DGAT2,24.0588,2.3499,3.0808,452.3432,1.3328,2.6475,0.9602,49.9506,5.0167,3.7463,0.4647,1.372,2.2887,10.3838,13.3989
ZNF112,0.802,2.3499,3.0808,4.3183,4.4428,5.295,7.2018,1.3145,1.0033,1.8731,4.647,9.6041,7.6289,5.1919,5.9551
CS,122.9671,61.8817,73.9401,174.8916,82.9317,391.8274,99.6243,60.4665,72.2398,67.4325,325.2872,61.0544,72.4745,35.6016,69.9719
LTK,0,0.5483,0.8216,0.2159,1.0366,0.2647,1.2003,5.258,16.0533,3.7463,0.4647,0.1372,0.1526,0.7417,0.3722
MRPS24,1.3366,2.3499,0.9243,2.1592,2.9618,2.6475,2.4006,5.258,2.0067,1.8731,4.647,1.372,2.2887,1.4834,1.4888
ELMO2,20.049,19.5828,40.0509,14.0345,16.2902,21.1799,19.2047,13.1449,21.0699,26.2238,53.44,19.8941,21.3609,24.4761,14.8876
WAPL,44.1078,32.1158,35.9431,35.6261,35.5422,37.0648,34.8085,39.4347,32.1066,31.8431,78.9983,40.4743,27.464,71.2032,50.618
VMP1,56.1372,39.9489,37.997,43.1831,39.9849,31.7698,85.2208,94.6433,85.2831,51.511,23.2348,41.1603,42.7218,25.9595,39.4522
APPBP2,25.3954,14.8829,40.0509,31.3078,22.2138,15.8849,22.8056,13.1449,13.0433,18.7313,23.2348,28.8122,25.1753,40.0518,23.0758
POLD1,4.0098,7.0498,2.0539,3.2387,4.4428,2.6475,3.6009,2.629,5.0167,9.3656,6.9704,4.802,3.8144,8.1587,4.4663
SEZ6,0,0.3133,11.2964,0.2159,0.2962,0.2647,0,0,0,0.0937,0,0.1372,0.0763,0.2225,0.1489
EIF4B,602.8062,267.1096,189.9851,338.9875,571.6364,341.5252,138.0337,152.4809,290.9658,300.6366,1324.3835,668.8544,476.0429,207.6759,316.3624
SLC6A16,4.0098,10.1831,0.7189,2.1592,2.9618,1.059,2.4006,5.258,6.02,7.4925,1.3941,3.43,3.0516,69.7198,1.4888
BICRA,5.3464,5.4832,3.0808,4.3183,4.4428,2.6475,2.4006,5.258,4.0133,5.6194,11.6174,4.116,4.5773,3.7085,3.7219
SPHK2,4.0098,3.9166,7.1886,3.2387,2.9618,1.8532,4.8012,5.258,1.0033,3.7463,2.0911,6.86,3.8144,5.1919,6.6994
RPL18,318.1106,318.0249,73.9401,212.6769,390.9637,108.5468,120.0293,191.9156,318.0557,311.8754,262.5532,452.077,334.1455,142.4063,185.3511
CA11,8.0196,20.3661,294.7337,7.557,26.6566,7.9424,15.6038,0.7887,16.0533,26.2238,9.2939,63.7984,22.1238,17.8008,24.5646
ISOC2,6.683,10.9664,5.1347,11.8754,10.3665,13.2374,19.2047,57.8376,6.02,7.4925,9.2939,6.174,8.3918,8.1587,4.4663
U2AF2,38.7614,61.0984,34.9162,32.3873,53.3132,42.3597,43.2106,55.2086,69.2298,105.8316,55.7635,67.9145,49.5878,54.8858,57.3174
EPN1,14.7026,14.8829,10.2695,10.7958,10.3665,21.1799,9.6023,23.6608,8.0266,9.3656,25.5583,11.6621,6.866,10.3838,9.677
MED29,33.415,36.0324,71.8863,24.8303,26.6566,23.8273,31.2076,47.3216,24.0799,23.4141,27.8818,47.3343,42.7218,22.251,60.2949
AHRR,0.2673,0.6267,0.6162,0.2159,0.4443,0,0.2401,0.2629,0.301,0.3746,0,1.372,0.6866,5.1919,0.5955
GSC2,0,0,0,0,0,0,0,0,0,0,0,0,0.3052,3.7085,0
ZNF275,26.732,10.1831,14.3773,10.7958,10.3665,7.9424,8.4021,26.2898,5.0167,12.1753,9.2939,30.8702,9.9176,14.834,10.4213
MTMR1,8.0196,19.5828,14.3773,9.7162,8.8855,13.2374,10.8026,13.1449,10.0333,14.0484,27.8818,9.6041,9.9176,8.9004,13.3989
GPC1,21.3856,7.0498,24.6467,26.9895,13.3283,74.1295,20.405,39.4347,8.0266,5.6194,65.0574,39.7883,10.6804,23.7344,19.3539
ADCK1,2.6732,6.2665,5.1347,4.3183,2.9618,5.295,6.0015,5.258,1.0033,2.8097,1.8588,4.116,3.0516,2.9668,2.2331
HAGH,12.0294,8.6164,18.485,12.9549,10.3665,37.0648,19.2047,65.7245,14.0466,13.1119,41.8226,4.116,10.6804,14.834,10.4213
RNF4,38.7614,33.6824,24.6467,19.4324,22.2138,23.8273,27.6067,26.2898,22.0733,30.9066,23.2348,24.0102,19.0722,21.5093,23.8202
CASP8,8.0196,25.8493,1.0269,9.7162,2.9618,2.6475,8.4021,7.8869,7.0233,14.985,0.4647,7.5461,5.3402,2.9668,5.2107
LIMCH1,44.1078,10.9664,75.994,65.8543,17.7711,187.9713,26.4065,10.5159,127.423,11.2388,83.6453,9.6041,28.2269,10.3838,74.4382
INTS13,18.7124,12.533,8.2156,16.1937,34.0612,31.7698,24.0059,23.6608,13.0433,24.3506,46.4696,18.5221,23.6496,31.8931,15.632
TM7SF3,20.049,21.9328,24.6467,31.3078,34.0612,21.1799,76.8188,47.3216,26.0866,30.9066,11.6174,30.1842,35.8558,20.7676,27.5421
DLX3,0.9356,0.0783,0.1027,0.2159,0.2962,0.2647,0.3601,0,0.301,0.0937,0.2323,2.058,0.4577,1.4834,0.7444
SPA17,1.3366,3.1333,7.1886,2.1592,2.9618,2.118,4.8012,1.0516,10.0333,1.8731,1.1617,6.86,1.5258,77.8785,6.6994
TSPAN32,0.2673,1.5666,0.2054,0.4318,0.5924,2.6475,0.2401,0.2629,1.0033,0.9366,0,0.686,0.3814,0.2225,0.2233
WISP2,110.9377,3.1333,0.8216,31.3078,17.7711,13.2374,0.6001,2.629,44.1465,14.985,16.2644,41.1603,61.0311,20.7676,2.9775
DMRT3,2.6732,2.3499,2.0539,3.2387,0.4443,0,0,0,0.903,1.8731,1.1617,0.1372,0.7629,6.6753,6.6994
ST3GAL6,4.0098,2.3499,9.2425,9.7162,4.4428,29.1223,13.2032,68.3535,4.0133,2.8097,9.2939,2.744,2.2887,2.2251,3.7219
