gene_symbol,adrenal gland,bone marrow,brain,breast,colon,heart,kidney,liver,lung,muscle,ovary,pancreas,placenta,prostate,salivary gland,skin,small intestine,spleen,stomach,testis,thymus gland,thyroid gland,trachea,urinary bladder,uterus
DPYSL3,29.8929,15.6932,125.7956,97.7944,104.9101,68.7961,30.7007,24.134,154.5005,75.2616,301.9767,47.2017,35.0484,246.3728,70.6659,61.9688,73.7953,65.131,42.7509,105.3564,34.4066,87.9707,115.2654,408.4437,115.9321
CAT,242.4493,791.5097,85.963725,157.9496,152.0657,199.4157,240.5536,981.0415,366.3117,251.4833,141.9871,188.177,189.643,156.9978,174.8714,234.2857,160.0447,154.4574,216.4935,42.7866,138.0845,272.5692,126.6337,131.4482,88.6779
PTDSS1,188.3226,477.3535,275.984125,169.5486,199.8723,450.4455,261.0007,284.8331,279.7048,223.9507,250.4687,228.54,277.086,232.3707,284.2855,249.948,200.6056,286.6479,209.289,190.6996,332.0001,284.7634,204.161,188.9887,194.7311
TTC1,26.447,39.9942,109.716325,49.6605,76.2261,69.8229,68.2903,15.5516,74.9635,139.5189,73.8179,42.1539,88.1549,67.4057,18.6532,45.3537,16.6122,72.4075,39.4761,65.2151,58.4196,67.7979,26.0768,49.1015,84.1452
EIF4E,51.1196,49.6755,48.537575,52.6371,56.1473,66.009,70.7264,43.5144,55.6979,40.6766,60.0621,63.5063,74.8216,76.2195,39.1447,68.219,44.3791,49.1266,70.8149,71.6178,46.7715,75.0157,56.197,62.751,59.0217
COL6A3,162.7722,36.2465,17.9546375,816.2876,481.2803,394.9393,156.0493,90.793,836.3307,309.8891,1368.4652,649.7244,331.5841,1423.2703,127.1661,958.2074,277.4295,292.5526,182.8525,149.6382,366.7054,321.4075,280.4576,1243.2307,955.0016
GBF1,51.5492,65.7591,72.1156875,66.8285,62.0062,39.8401,66.7927,56.0761,50.6385,88.2965,42.1816,41.3863,33.9804,48.8447,51.7423,59.4875,57.8128,51.8901,52.4562,69.8733,62.3023,39.9138,64.9283,59.9517,45.2106
DDX23,24.2898,48.7484,35.3389375,52.6851,42.3546,9.916,22.8533,25.3601,56.1398,37.7291,64.0954,48.1463,44.4982,72.5833,21.3025,50.7246,24.1686,45.4187,28.9075,51.528,80.2224,25.8792,23.6156,47.0786,69.3559
COX6B1,298.0327,394.9643,294.4293375,144.0846,416.7109,790.9347,355.2893,291.8668,372.1665,615.9137,237.3022,156.2763,217.151,340.2849,236.9226,248.6917,429.2181,217.8786,223.1622,78.0396,212.1743,259.1618,212.5993,273.7057,293.5784
ATP6AP2,112.0634,196.3013,230.0721125,171.2385,189.8838,93.8991,265.2539,114.6689,257.7659,63.6459,172.3636,142.4021,234.7777,184.3292,73.4954,216.4876,109.0287,225.6124,146.8099,113.6185,148.6972,425.2532,130.6575,185.1472,161.104
CNN3,134.8123,17.5084,90.5570375,80.1942,92.521,74.2821,282.9854,59.8188,182.2058,49.0609,244.8608,226.1194,194.0443,141.1287,46.606,88.6345,106.0301,95.0125,38.5235,73.6114,82.3728,126.5889,70.7883,192.1763,201.995
TIA1,27.0745,37.7573,61.589475,104.6788,47.8473,36.9533,28.1907,35.6719,50.1878,31.5981,42.2792,70.0793,66.7828,58.9133,17.7016,66.8245,66.5447,54.3116,63.007,38.5655,104.6177,57.9644,44.8873,61.8887,87.3065
RHEB,152.3278,118.46,177.73495,99.8511,91.9962,132.2645,112.3675,93.1289,144.0281,271.7802,170.5187,132.7079,225.4099,180.0612,104.5228,131.1992,71.3304,103.0644,71.9025,114.0862,92.9815,133.8067,102.6899,158.9516,125.0672
NPEPPS,41.5195,31.6206,75.83845,70.0932,79.7048,54.4305,58.6658,39.0618,63.5633,266.2868,84.8509,58.7241,71.5638,73.0717,34.603,84.6142,60.4915,57.5165,45.8868,66.7679,88.6449,59.8809,54.0484,77.7083,70.4503
BUB3,86.3589,115.9714,83.7716875,130.1284,96.2286,51.6044,71.9744,77.0643,108.949,69.8413,79.3954,81.1934,128.5754,103.2415,68.6113,129.968,80.1823,105.5843,89.1934,138.6972,163.0432,123.7357,77.205,86.4181,162.6536
RUVBL2,122.0931,102.1813,105.603375,86.589,57.0018,21.2989,69.7879,8.0662,65.7505,81.6153,93.6896,51.6591,69.5789,112.7988,48.6064,71.1086,74.1251,69.4253,29.7113,446.0968,104.5938,76.3112,110.5188,71.1696,108.3195
MAPKAPK2,103.7147,88.3424,46.709825,65.1962,57.6731,140.9757,111.2812,65.605,97.8304,184.5186,90.9059,72.9132,45.6093,86.7482,82.2543,61.9164,88.6183,73.0835,69.0882,99.5096,98.7598,78.6554,49.126,66.4086,55.0702
SCRN1,84.2157,28.8684,562.0040625,79.3301,67.2547,98.8082,72.7232,25.2956,107.1097,18.6025,159.827,90.802,62.7829,116.5761,61.961,55.8441,34.4238,40.021,75.4988,146.3027,133.6841,53.7941,97.9785,128.9758,138.0725
TALDO1,158.1776,1101.4498,252.7192125,149.7881,189.6804,129.671,359.0632,211.9793,252.7285,167.0952,240.35,147.3023,261.3579,283.7553,273.2558,292.6006,145.1917,420.9059,264.365,84.5956,219.4618,263.7886,245.9425,295.2221,308.5712
JUN,100.0446,101.0541,116.0140625,346.6154,144.854,79.1815,56.3245,193.3142,130.192,235.1843,167.5075,115.9969,119.0123,177.225,109.1347,383.1825,148.2053,38.1869,171.9563,78.4709,140.1652,303.3785,301.4363,171.8706,215.7819
NQO1,73.4576,34.8997,55.2071875,68.0576,81.0881,38.8231,160.5022,25.2956,39.3929,83.1655,57.7864,27.768,25.4799,43.461,54.3195,26.2574,73.0856,67.6957,438.2465,21.47,26.3625,105.5113,164.8602,76.5027,68.707
SHC1,239.8438,119.1334,77.381575,158.5161,144.6404,154.0504,192.3211,157.2261,223.8301,114.0387,246.9333,192.969,141.0996,370.7315,132.681,122.5242,157.9357,207.1726,133.8794,50.7804,126.8446,149.8771,137.123,175.1655,153.3849
GSTO1,390.9333,472.4933,286.388375,210.6251,273.7183,559.8151,437.8966,983.6873,594.1407,269.8675,330.2603,372.5362,551.9066,386.0687,388.4731,221.2408,482.0532,285.3357,338.7326,75.6242,604.0276,288.2181,255.3184,260.5874,275.1571
SQSTM1,433.7136,103.0596,132.4551875,184.0953,184.798,253.5626,174.4997,314.678,257.6996,799.7118,210.2072,125.9007,150.7112,311.3037,89.5353,147.7137,95.655,153.2844,142.6618,71.7136,156.8907,313.8813,188.9251,226.6271,209.2008
VBP1,96.8228,146.9185,318.25945,116.4314,119.4352,249.7194,139.6357,81.1135,160.2669,454.3862,175.6756,200.2603,217.0863,262.8498,49.9041,122.8697,124.3815,139.5067,133.671,77.0045,124.2462,133.6833,117.2578,160.9745,207.6899
JUNB,356.4738,264.6173,107.8081125,152.5534,121.144,114.6503,91.7127,235.7907,295.0157,142.7285,211.9445,169.0877,122.0058,153.2422,127.058,311.2572,170.14,139.805,196.8448,48.9401,126.3966,230.7225,294.1699,131.673,290.8472
ITGA3,54.1266,14.1121,30.95305,32.4349,55.9642,48.2306,59.6642,3.6137,84.508,50.2399,25.9673,5.3726,46.4723,47.8027,63.4209,29.5239,67.7082,21.77,38.7616,5.0608,21.5041,60.5801,37.3279,45.9752,38.0629
RRM1,45.1616,107.2171,58.84035,85.5521,78.2706,43.2432,48.2824,46.2031,70.6222,78.1109,73.4217,74.094,120.3877,68.1221,36.3332,144.8555,67.1684,65.2204,71.3905,92.1868,122.5139,62.2149,65.1334,77.4835,145.5108
SUPT5H,64.9408,95.0959,101.9315625,81.1736,72.8695,75.2209,64.2767,57.0441,87.822,88.4275,120.3274,80.7063,55.7279,80.7566,91.2655,80.9709,65.6091,48.9675,100.1491,133.7658,92.1094,98.7665,84.2076,85.5139,64.8522
PYGB,9.5814,8.7835,72.0555625,5.473,101.0042,190.8101,7.6078,6.7111,6.8932,7.1397,8.351,9.4462,4.7896,103.4857,38.2796,8.0406,9.1757,5.8451,9.9435,5.2333,7.5265,9.5003,10.6651,230.7955,8.368
QSOX1,49.7562,144.7519,43.683525,100.5885,112.4778,60.2589,55.5308,21.3593,200.5656,31.3754,276.7408,78.64,336.3737,72.0297,18.5991,68.1562,61.651,88.6306,235.3087,202.8915,50.3555,23.8742,148.7258,146.4463,100.242
SUPT4H1,119.2355,178.6855,98.2417,80.7127,92.9177,75.0449,121.8143,53.9789,93.9861,111.5169,100.5471,88.6471,118.446,105.6674,92.9956,101.2293,99.4932,129.4568,92.0514,111.136,123.9774,119.1552,77.4394,101.2374,100.1258
RCN2,25.7466,13.0288,153.0845125,99.3786,81.9324,63.222,67.5715,9.1309,67.7389,72.2158,69.3071,32.6781,182.5881,87.9856,41.7669,81.7247,22.2795,68.5903,79.0713,244.6142,76.728,127.0824,43.686,81.4068,146.7311
CTSC,64.9968,178.1292,39.541225,74.2603,239.7247,79.9149,301.1363,116.0885,771.4418,74.8031,66.6251,201.6773,466.8585,91.9583,114.0819,157.042,122.7023,565.3035,114.2009,68.6657,186.6679,245.8367,262.5848,151.8408,347.5639
PPIF,524.1208,140.5651,108.908175,69.4786,112.2336,240.1848,183.8447,334.6498,69.9262,112.5321,99.9681,282.0884,116.0188,117.6507,108.1615,137.3803,77.2137,84.4556,298.0954,112.6887,73.8309,113.0787,63.6099,69.6678,113.3171
AHSA1,142.5447,130.5227,194.9107875,105.0245,130.0543,120.8112,107.4674,76.0802,123.4811,142.9905,174.8222,75.688,137.9281,235.8224,75.4238,157.6073,87.4389,103.124,98.5415,272.5923,109.3127,101.4809,88.4268,143.6265,162.8279
RPL41,3236.6165,4236.2193,1979.9022875,3536.6125,3390.2006,2358.4289,2633.6694,3523.5672,3056.3385,3674.7834,4391.8893,4901.2419,2819.2089,2991.8373,4937.2033,3798.7202,2731.5351,3278.0802,4030.4351,1505.0662,3585.8763,2791.9273,3500.8566,3059.3737,2961.2372
PUM2,104.247,96.4427,167.6621875,214.6579,190.9009,127.148,126.5467,156.484,173.987,160.1192,214.9618,147.8927,205.5329,228.3654,64.1508,211.4099,161.7139,185.6114,211.0454,118.0946,249.9558,212.0611,142.4556,219.0565,166.489
PRCP,425.5609,201.3176,223.50505,228.5997,143.725,152.2608,338.037,356.7834,271.5523,71.9865,173.5421,219.1528,440.3861,217.8475,216.8637,190.5233,155.6268,230.702,86.9904,198.5208,131.4142,313.0793,199.6488,257.645,173.811
MYH11,54.0846,6.2656,17.3099125,161.051,1122.2602,73.4607,52.4607,7.2273,183.3989,46.408,393.3499,53.9174,50.7926,1036.2898,140.7505,122.9639,561.8607,37.501,221.6587,165.7839,5.7195,11.058,436.8013,1935.5406,604.7646
USP7,71.0295,141.4532,99.0857625,113.7045,141.6703,91.1022,85.5626,87.2008,96.4164,193.5797,129.5927,94.6789,85.005,133.5958,55.5991,144.353,102.9916,120.8581,105.6865,184.9104,212.6919,110.4877,92.978,110.8922,107.2735
PPP1R11,312.2648,317.9038,317.5698625,209.8186,360.3194,352.1654,358.7637,247.2769,190.4246,228.1429,203.5935,295.7855,212.3614,301.9256,403.2334,215.5873,413.6254,250.623,320.8105,253.0393,210.442,259.7787,310.2848,270.089,220.5325
GRSF1,70.712,33.2309,64.52845,57.51,71.4811,74.0181,59.7091,50.7363,62.0719,159.7917,58.4112,59.7622,61.8767,61.9351,96.064,56.1582,47.1678,51.8901,72.1496,43.3042,87.1366,53.7324,53.4282,54.358,78.4358
NFKBIA,748.864,537.7253,205.2682875,311.7897,495.1951,228.0098,456.2271,602.06,1032.4554,532.2023,679.9657,424.3724,328.0889,552.1408,432.646,691.8014,192.0297,501.2461,397.7979,103.6886,909.4462,432.142,358.7467,521.604,180.1451
G3BP1,51.8107,75.6161,34.01915,68.5953,56.4118,51.2621,76.0379,50.9783,66.2366,147.0516,128.6174,76.3571,82.8259,91.7195,48.2099,101.7632,51.4158,63.0832,51.1264,84.1931,94.439,72.8154,59.8888,55.4767,90.2082
TSN,43.051,54.9651,56.151875,77.4673,53.9299,59.5548,72.5634,76.4029,56.6921,43.6679,83.7334,55.6344,60.2154,68.3826,37.4506,61.6442,57.9527,63.7791,52.2974,104.2062,61.8244,71.2525,55.6501,52.7387,63.167
LAMB1,8.3207,3.7183,21.7474375,59.4256,149.4923,82.4379,93.2702,22.8112,106.0824,41.2334,65.7412,59.718,170.3875,85.9016,6.8936,81.5362,61.651,141.8627,71.063,30.0197,82.6118,64.9293,32.4935,127.903,97.6561
TGFBI,132.1788,133.6847,50.90675,206.1315,192.6708,155.8986,123.881,396.4045,459.5245,149.8027,115.8776,270.7529,438.6385,361.6464,59.3118,383.5594,189.4509,431.4032,78.0591,28.3519,304.9408,248.366,219.2211,499.6585,297.7625
PFDN1,79.7892,84.4972,119.2861,67.347,76.2871,109.4283,89.2566,46.8484,118.1123,134.0822,75.1589,63.7621,71.9737,80.0402,121.4891,68.7216,59.3721,51.1743,88.4789,69.9884,72.0986,88.5259,78.6992,89.5597,66.1307
IGFBP4,223.8467,6.2656,33.1719,544.595,220.0731,291.1438,511.9975,1523.7344,406.3674,129.1696,1455.7543,225.411,215.3387,744.9798,85.9128,231.9824,158.4455,293.2087,137.8985,87.4711,182.4268,412.0309,188.2219,668.9085,320.3678
IDH3B,134.9804,147.3284,155.42875,118.6015,148.648,244.1454,152.6747,136.7595,104.1271,148.973,94.4617,93.4391,106.2993,120.6139,105.2329,123.3303,143.4925,102.965,135.6359,93.8737,94.1603,112.9553,107.8037,110.7287,106.5955
ELF3,29.0805,21.0218,12.2549125,161.2239,202.0999,30.9216,83.3261,90.6316,129.7115,20.3711,30.2952,125.5465,32.7506,47.705,114.6225,46.3588,191.8198,29.0465,119.5894,10.0066,23.4156,30.5368,246.675,76.4721,79.7869
AAMP,72.337,75.8308,68.4890125,121.386,101.2483,53.394,96.8644,88.599,95.7094,81.3533,147.1481,97.0011,143.7533,105.7651,62.3395,108.7987,85.04,77.2387,109.5567,93.337,110.5074,105.5525,75.7693,97.6513,76.7651
TOMM70,71.6366,50.5636,191.3486875,132.1304,139.8191,173.4717,138.8869,177.5206,111.5505,237.6079,146.0814,165.4568,145.6303,180.465,89.4542,137.4117,125.371,120.8979,134.7726,109.2095,102.4135,134.7012,105.8016,170.3841,136.5907
SRM,140.7517,101.2444,125.4427375,68.096,61.701,112.8314,120.8259,70.1435,50.6385,129.4971,128.1907,126.2254,45.3072,125.6938,190.5329,65.8948,42.58,114.9335,62.3401,51.5855,71.4416,75.3241,75.7107,71.7213,67.4091
NCBP2,39.2502,39.3208,48.5123875,68.4993,62.0977,51.7217,52.296,38.395,66.9767,47.8818,79.3344,78.3448,67.1518,82.3196,32.3322,58.4824,28.7565,60.8366,53.3791,46.0071,68.2159,59.7473,41.5764,73.1006,57.3849
CBX1,56.1998,73.8399,168.2519875,158.8906,78.5452,97.0479,74.4005,67.4333,93.5884,150.7852,236.6317,62.1681,115.9865,125.6286,46.3356,121.1108,53.0151,73.004,74.1889,267.0715,124.9033,105.1823,82.098,139.029,223.0313
SNURF,523.6445,150.8711,996.3370125,251.3272,155.168,937.3281,417.0501,170.9386,240.3672,454.4189,409.1376,180.9841,137.4427,345.723,449.4879,143.3793,155.117,197.7787,252.2483,251.6591,360.7619,607.4973,273.9238,321.9796,286.8956
UBE2N,174.352,148.0311,151.931875,110.8816,141.3041,171.7604,150.3784,111.2058,165.1938,159.1258,157.2871,119.3966,217.3236,180.1611,112.0994,146.4469,94.6555,147.161,124.4818,506.4811,148.7968,171.7052,119.3869,138.1095,166.5083
APOD,528.6593,63.7096,920.6439125,1655.6771,168.32,1734.541,169.2881,21.5528,440.3031,3169.1748,655.4613,335.8139,357.1503,547.3866,1472.3588,1294.3401,117.5447,59.5841,307.3541,172.7568,354.8782,153.1158,1504.3686,800.0298,183.5737
ARF5,141.7603,145.8645,138.8605375,136.48,127.6131,126.2092,119.8075,113.7009,92.1965,84.3008,88.5693,128.7641,113.0091,101.3365,80.2898,107.2911,95.0553,112.6074,120.5123,139.5167,115.4056,83.2822,104.6589,102.1875,119.1863
RPA1,50.2885,134.0361,67.2868625,103.4114,92.9177,65.569,57.1482,44.0091,99.62,157.3354,146.9348,84.3668,100.4202,96.6149,86.9942,101.4805,44.3491,106.5834,78.0294,68.0906,140.882,103.7943,77.2343,117.1755,139.3219
ZFP36,369.0249,589.7236,105.4774125,248.9363,250.8932,222.6704,104.5321,378.9816,949.0079,283.6229,217.4305,243.0046,151.7792,464.4808,103.0521,685.2685,305.9161,201.1187,573.9222,76.3143,316.9472,413.1413,782.4217,346.2239,275.7964
PSMA3,84.1597,104.6992,110.529675,167.8779,184.3708,182.5956,238.7165,203.0742,257.9647,407.1593,246.9942,201.6182,435.8554,308.3731,72.7204,167.344,167.0214,192.2915,164.335,173.3319,218.2074,250.2167,158.1603,208.6048,272.3097
CTNNB1,170.6166,81.1595,120.14365,215.0612,104.1167,136.0666,257.6461,162.4207,152.7772,96.1567,240.5939,164.7779,228.3483,194.402,145.1705,231.0402,226.7533,122.9258,186.3654,80.1674,325.8476,215.3616,190.1557,248.0209,164.1064
UBL3,32.4984,28.8684,250.6943375,100.0412,140.9786,94.9063,92.3417,67.1752,140.8135,170.0755,80.6754,83.186,144.3035,98.6338,40.199,76.0711,73.4055,79.7437,405.3001,60.4994,80.6107,146.5766,87.7822,101.6358,89.9273
DUSP3,112.8105,49.3632,92.108625,41.4414,76.1651,220.4799,130.5703,81.1781,82.7184,231.1996,59.29,105.7389,80.9705,126.5621,46.4978,56.6608,93.7759,84.8532,76.0943,57.6431,31.0416,87.436,63.854,147.0185,59.8159
FHL1,103.6139,72.8561,245.47965,110.6934,413.757,2061.6758,75.4428,85.0757,465.7549,3592.0808,275.668,55.7683,170.1998,1248.9141,97.0182,184.1537,187.5918,61.6001,250.4204,192.4364,71.8358,425.3684,342.749,885.6663,286.547
ZNHIT1,81.8623,80.0469,57.8524875,57.2075,65.668,53.57,96.505,102.2147,79.9346,66.6154,57.9083,25.5049,64.4657,73.5927,86.832,67.3396,85.1,66.4431,97.5888,46.4097,61.8244,73.35,55.0836,63.3845,53.23
SAR1A,54.3134,48.114,45.0788375,85.2448,42.9446,42.989,60.6426,65.0457,86.4964,65.6765,101.6545,108.3956,124.9832,77.6306,65.0789,58.7337,54.6343,53.8782,67.2821,58.2757,57.3842,63.459,65.9441,110.6878,69.2881
BCL2L2-PABPN1,212.6684,319.9826,250.5917125,183.2024,211.4374,176.2001,147.4531,142.6747,151.7167,132.6412,264.3363,167.1985,158.284,185.0238,192.7226,217.8487,221.9856,148.3638,172.4624,392.0959,272.9235,157.0332,224.0848,181.4488,255.8061
TRIP12,64.4365,116.1763,90.1466,101.7407,100.5159,117.3494,125.4385,70.2081,148.1375,164.2786,128.3127,121.6794,102.006,175.841,25.3035,144.5415,50.4363,137.0613,108.3658,452.8253,181.1724,146.0831,82.977,132.6538,149.7529
KDM5B,39.7125,47.9871,39.452275,75.499,73.4187,28.4572,43.8196,28.8931,54.2674,30.1963,64.9945,56.2347,67.4916,59.2812,43.0645,95.3873,44.9039,43.4803,66.6122,265.7344,78.0421,40.8083,59.8009,50.4348,92.2517
ACTG1,2591.7124,2823.9364,1678.3907125,2184.7604,2358.9281,1108.9808,1891.7836,1692.0757,2383.3319,635.99,2912.1868,2998.3333,2047.8617,1915.3402,2477.0294,2229.5645,2058.8465,1801.6961,2630.1788,1576.14,2743.19,2242.0181,2174.2865,1891.2971,2320.4726
LAMP1,327.8556,308.9886,374.4180125,470.2915,468.6319,227.1004,511.9826,481.3092,525.6727,257.7006,408.1623,316.6262,391.7294,379.8817,619.3672,623.284,382.1252,420.8463,383.0613,322.4813,534.7365,453.5332,461.7355,395.8618,476.4548
GYG1,153.4429,509.2668,175.2071,117.3244,295.2923,604.76,112.05,127.7038,195.8265,1606.5305,283.8117,284.509,154.3681,638.1075,190.4518,104.9983,116.915,356.6995,120.4826,637.4865,123.6787,138.2793,165.2508,354.1316,172.765
MCM3,61.9711,216.0739,42.6294875,78.005,71.4048,66.3611,71.0459,65.7555,82.5195,31.7684,67.0517,57.504,104.6597,73.4625,35.5762,46.6729,46.5381,86.0063,80.7385,79.4773,98.1425,72.6714,42.8949,73.6216,114.3631
VAMP2,93.0687,51.0614,257.14205,51.1392,39.8524,70.6639,54.1929,23.3812,53.9304,62.3577,47.6271,38.2966,30.5284,49.1052,58.8432,46.7148,43.7194,43.4008,63.3722,60.0393,54.7559,44.3966,52.8764,52.1461,49.2203
RAE1,59.8979,109.1886,70.74895,67.8079,52.8924,59.9069,60.5427,47.1926,62.9888,48.3622,66.5031,51.4427,82.8043,66.2335,58.2845,82.2691,65.6091,74.5348,43.4257,325.2513,79.3662,54.3905,48.6572,62.4445,90.5956
CLIC4,56.1625,35.7976,51.303575,107.3673,138.2933,194.7804,176.0372,30.9096,138.571,49.7159,147.5951,112.7448,279.5023,221.7551,44.8938,106.2651,59.2321,83.9784,64.5829,65.6369,66.8022,93.3789,76.3553,281.2456,116.0096
CLSTN1,186.1374,20.9633,616.750525,230.4432,219.4629,80.443,131.369,45.3642,103.398,70.8075,223.1604,76.9869,109.5787,112.2778,259.4686,199.1293,88.0986,84.7538,49.3005,66.4228,123.6488,145.8981,253.912,118.2482,185.6657
SORD,141.312,75.4209,62.783,66.7133,54.3775,37.5811,133.3458,595.607,39.901,28.3623,36.2994,81.8576,32.5565,706.2948,80.4791,130.3134,96.4946,42.9733,108.3658,53.6271,48.8323,692.7844,102.0805,55.4767,77.2881
FSCN1,26.6711,16.2495,47.7791875,13.9994,8.3306,13.7005,15.5151,10.357,13.223,13.5916,87.2282,4.2213,28.2199,4.4286,19.0317,27.7022,8.0062,43.7189,4.3465,24.4988,18.6668,20.9748,14.1811,16.2752,32.2808
ID2,229.0577,389.8406,146.9439,153.2736,196.3326,88.3641,196.9636,644.9075,250.8064,100.5126,219.3202,179.0358,168.381,189.8106,140.0071,148.3105,178.4161,158.9208,147.187,56.1,134.6996,343.9863,230.0913,210.1373,189.2395
GOLGA4,40.7631,54.4869,59.103525,78.1491,100.9737,119.1683,59.7241,105.5702,90.9041,264.3654,94.9087,93.6654,116.0512,134.3881,47.444,152.9903,109.7184,46.4625,98.988,97.6502,89.3915,68.2297,99.0333,86.9238,66.5665
UQCRQ,903.8477,422.0175,618.0295,341.7473,659.9143,1476.8418,709.1409,1078.9328,527.1972,1410.7128,345.6822,433.7596,501.3567,804.375,1231.1109,534.8222,686.4371,336.689,1166.5404,262.0107,286.2441,521.7783,477.7038,408.6276,485.4039
SAMM50,126.9399,86.7223,87.3864875,86.2722,71.1912,109.8097,96.9543,65.2393,73.2071,310.5114,109.4163,86.1379,42.071,66.4614,95.9423,79.4947,76.2541,66.7414,111.2238,91.813,68.0965,76.2495,48.5205,63.9055,72.5229
DCTD,191.3297,57.9906,91.6291125,84.4382,71.12,56.4842,114.9553,86.9857,78.1229,75.8511,120.9573,101.0354,85.3286,80.7783,88.6162,61.5814,50.0165,90.9766,143.0191,47.0423,63.5169,195.6,89.462,99.5925,114.5762
ETF1,97.2711,121.9734,115.430225,112.5715,136.1268,148.3589,142.7507,122.5415,268.5696,204.6277,206.2451,189.84,199.5783,221.5271,74.3695,198.344,110.7979,132.9161,160.3755,126.2609,126.8147,146.2065,107.8818,149.6033,137.6076
SNW1,71.8607,101.4493,94.247675,116.0858,100.8211,103.5902,109.4442,101.9566,138.2948,119.9011,114.2318,103.4068,154.5947,157.1823,62.6099,139.7674,88.9981,87.7658,106.2223,178.6515,114.868,111.5981,95.6638,135.6268,107.3607
TMPPE,126.2395,192.0657,101.3090625,113.8966,174.0567,115.8825,224.2797,198.2991,215.8102,82.7943,171.3477,100.6025,319.6747,96.3218,175.5022,114.8919,170.14,162.3503,217.863,110.8772,123.828,183.8994,150.6595,101.0841,171.196
NME1,253.2634,233.5823,231.9812625,115.6249,118.7638,127.4414,200.1385,215.0767,180.0185,103.0999,225.111,257.4691,136.0511,318.8584,200.6976,203.9033,122.2225,243.3465,199.4646,117.8358,129.8612,196.3609,129.3293,144.546,310.1402
PODXL,109.3179,17.2742,74.346225,168.3388,52.9738,113.4768,254.9505,26.8443,161.1285,51.0259,44.7418,154.5641,78.8345,72.4856,62.0692,63.2565,63.2702,83.9188,83.4179,19.4955,32.077,123.0726,112.5112,74.7863,80.1355
FAT1,33.507,22.4272,126.8612875,164.018,220.3173,143.8116,237.6982,116.4112,141.7083,31.1789,80.0964,159.4053,134.4977,116.511,130.0858,137.506,262.3166,29.8219,198.1547,117.7783,66.2447,136.9529,102.1977,129.5275,190.9538
TMX4,69.4607,70.1703,129.654725,78.1203,61.1314,154.862,94.3085,52.4409,66.5901,135.1739,96.5342,56.7955,58.7268,101.7924,58.699,66.6486,54.3944,81.4336,71.2317,182.9742,59.3156,63.3973,64.5181,92.8495,69.0169
SEC23B,90.5099,84.2044,72.14565,61.9508,52.2618,40.3291,100.5385,62.9377,81.6358,28.2531,53.9665,94.5215,78.5325,69.0773,198.4988,50.044,54.0546,63.6399,103.3246,81.0492,44.422,90.9524,88.3877,49.5306,54.7602
DDX39A,93.2368,268.1893,94.2994625,88.8359,110.3417,85.5477,74.6401,79.823,110.0923,109.3225,135.0178,78.0496,123.8829,140.8031,61.961,161.8161,129.2392,166.7639,91.9323,502.1105,270.7731,109.5623,99.8537,88.9467,157.3074
SFPQ,61.1726,103.6452,91.74605,125.9804,79.7201,65.0409,74.1459,85.0498,151.4681,93.4875,117.432,103.2445,113.5755,123.7888,58.0006,118.2997,77.7984,82.0996,115.8532,121.3726,167.5531,94.7875,87.7382,106.6165,123.3704
