gene_symbol,adrenal gland,bone marrow,brain,breast,colon,heart,kidney,liver,lung,muscle,ovary,pancreas,placenta,prostate,salivary gland,skin,small intestine,spleen,stomach,testis,thymus gland,thyroid gland,trachea,urinary bladder,uterus
SYPL1,169.7761,125.4575,103.907225,233.295,196.9124,143.4596,272.2027,124.2515,170.2753,381.6464,235.7174,186.2091,254.3676,216.4798,267.9302,270.0808,142.1331,209.2899,217.8034,463.2057,152.3808,275.664,231.1168,223.9299,184.1839
BGN,165.1255,43.7808,41.63245,40.4812,28.0737,64.8942,82.7071,77.8656,100.6805,42.8382,57.2581,50.6948,85.8895,53.6641,85.6605,63.445,24.6484,98.9887,32.212,36.6332,32.316,66.1734,124.6218,68.8402,102.9733
TARS,28.5762,31.2107,42.9008875,60.3185,73.1136,49.4628,51.2177,138.6738,68.5343,52.2705,151.5979,91.0382,71.7148,109.2819,29.0341,83.0438,37.5423,28.3904,83.2988,35.4255,64.9306,73.5968,38.2655,80.1194,125.288
COPE,183.4759,110.7305,63.0674125,36.4964,66.2172,53.6287,77.3058,29.4577,70.2907,41.4299,29.9599,46.2571,73.9478,85.9667,88.9406,52.6719,112.2072,75.0915,47.3059,165.5107,67.4693,116.41,75.9451,32.1826,73.8014
TXNRD1,377.0375,156.8732,159.5282125,103.0657,221.4158,333.8003,273.94,143.8362,297.932,415.7401,294.2352,113.9453,214.4973,419.8042,67.6381,138.1341,167.2613,291.5387,217.5653,191.8498,187.0263,175.5712,323.2939,509.4052,183.4575
PSMC3,46.3943,32.6746,40.6895,43.6114,62.0062,65.1289,30.0717,52.0108,39.9673,143.711,44.0103,52.7218,58.058,75.0255,31.2509,56.2839,10.3151,15.3881,33.641,34.0453,44.5614,40.7157,3.5746,42.9715,32.0193
NME1-NME2,488.0924,223.8034,233.5772375,500.5227,404.1998,299.1822,383.2643,307.8056,437.0553,724.8432,575.9135,467.53,361.4868,580.601,709.5783,480.9882,288.2844,504.5861,378.4469,95.2923,247.7756,330.2293,453.2092,362.4072,401.7236
NUDCD3,132.3189,87.103,172.772725,94.1073,99.7531,95.7571,91.503,77.145,83.9446,117.5758,88.6607,112.7645,88.7374,94.0749,102.1871,94.6335,77.0038,73.2127,104.1979,83.733,99.2177,79.2415,87.8701,103.5668,69.6464
RALY,51.4371,85.7854,59.5436625,73.9147,87.8828,57.9119,67.2719,30.0707,87.4906,80.9603,82.7784,64.8839,74.4333,76.7839,65.2591,66.8999,82.941,59.7034,59.8989,103.4586,130.4585,100.4321,78.1719,76.7479,75.2542
AKR1B1,3274.7181,254.0771,359.3429,183.26,245.5836,401.0415,562.0771,111.765,373.5584,596.6561,288.3225,214.4297,958.7653,204.8874,208.321,171.9296,160.7244,207.3217,240.6674,254.8796,243.1163,179.1492,271.4919,218.9646,176.7747
SRP9,358.491,319.2506,524.8771,559.7466,444.0522,384.0845,523.3793,441.5106,424.2632,649.0576,534.951,508.2078,557.214,531.6912,363.0615,457.6204,389.3369,381.8989,380.5904,389.6805,532.2276,569.5885,461.882,471.5217,489.6461
PSMA5,110.7187,71.0877,83.613675,73.8571,116.2616,154.7838,136.1613,167.6476,142.3711,181.3746,120.9979,68.8395,240.7755,169.0028,98.5105,88.4461,152.7481,130.9777,155.7015,83.2729,138.1641,101.2341,130.4427,95.0154,153.9369
FDPS,161.8757,86.898,81.1553125,67.1742,77.2636,40.7789,65.2951,129.9624,146.7456,31.1789,74.3055,84.4258,95.4688,78.4121,98.889,184.9327,127.9198,62.8645,64.8409,43.0742,72.5765,60.5801,81.1604,82.8167,111.9805
RAB5B,157.2811,233.4652,157.325475,131.4103,118.4587,105.0864,116.2133,88.4699,163.2495,105.0649,106.4294,87.2597,101.5529,106.742,167.8788,160.9995,102.5518,102.6469,143.674,115.823,117.6157,121.9621,111.6322,141.8488,103.6125
HNRNPAB,382.5286,492.1683,148.43215,190.7494,453.3897,246.551,395.6045,351.1049,261.2788,445.3469,635.6505,254.222,221.5523,393.4931,152.8481,410.759,324.2675,325.297,487.944,176.2074,354.46,225.6639,276.5901,345.6722,459.312
ADRM1,187.8183,137.7251,137.6429875,86.7043,126.3315,192.5116,106.6886,166.4215,153.3737,460.3468,159.766,108.3366,125.2421,180.465,130.6805,118.9122,97.814,121.554,124.3825,242.9752,140.0159,126.5272,113.859,108.1337,111.7481
OGDH,183.8401,92.051,76.1246,65.8492,81.2305,485.1223,141.6125,63.3679,125.0055,198.143,74.0617,35.2463,50.6146,120.6139,56.2299,96.8007,153.3479,105.9273,124.0253,55.4386,65.7669,124.985,46.7625,95.751,56.368
TRAK1,52.922,50.7686,71.48365,79.719,86.0214,39.2974,30.8055,31.0225,85.1873,38.1384,39.2405,45.6667,56.3428,34.0448,102.4033,96.5808,94.3206,70.7822,124.71,51.4561,63.3178,72.2396,100.5862,77.1311,81.1379
APEH,113.6323,76.3578,67.93495,50.0062,77.4467,50.4602,109.0249,83.6302,57.9957,124.5845,38.0976,35.3644,79.4818,67.015,92.1306,69.2241,85.1599,59.107,57.1005,55.5536,50.9529,82.727,52.095,64.1201,82.1694
MKRN1,99.9886,808.6375,144.4443625,159.4955,208.8742,117.0267,81.6189,53.6885,167.0938,147.4774,104.6007,116.6021,143.8828,133.5415,164.7158,153.9012,137.4553,136.8526,187.6158,345.6574,140.3444,129.8277,151.9194,130.5696,124.6488
SDC1,67.7704,96.9112,24.121775,102.8065,184.859,24.702,341.3916,501.6521,278.9426,18.7663,47.2715,58.6553,183.3,73.202,75.9915,680.4001,171.3694,51.8304,130.0985,32.8664,61.3167,128.5939,194.2283,152.2086,157.3945
ARHGDIB,196.6153,1669.3318,62.7540125,221.9745,172.0428,194.976,224.2797,130.4786,561.9283,76.3096,75.8904,231.3739,434.5609,177.4041,229.7317,91.8382,149.6296,936.1087,134.6237,36.8057,758.3796,564.1597,167.3018,235.5769,155.5059
CYR61,189.9475,37.0078,66.244075,281.3136,121.1135,238.6886,126.1573,223.0139,308.8021,104.9339,229.5303,261.3657,419.1241,205.3432,117.6773,198.03,86.8092,197.0033,220.0958,105.989,150.977,592.599,382.4502,320.4165,434.266
SEC11A,329.4385,412.3849,157.966775,326.25,226.3592,142.0807,333.0051,245.6637,496.7743,277.2365,404.9316,316.6262,429.6095,343.6389,177.746,343.7021,183.3038,216.7454,256.5651,203.0928,323.8465,318.6623,211.6324,358.0242,297.3266
TOP2A,1.5689,38.823,2.1635,2.1028,9.6122,1.4962,1.3778,11.3249,4.3414,2.2926,8.2596,2.5387,58.6728,1.4002,10.7323,23.3993,29.776,12.555,7.4427,155.993,106.4455,23.5966,6.3581,1.226,72.8135
WSB1,83.6217,123.6013,152.0887,108.2968,65.2408,97.975,38.8057,87.5407,215.1076,40.205,61.0171,85.3468,158.9636,81.3949,46.2167,105.8966,65.0454,129.916,113.7008,73.1744,76.4114,71.1415,90.5129,98.5095,79.5312
MOB1A,57.0683,97.3504,31.0509375,60.693,96.3507,48.9787,94.5581,42.654,80.9288,63.0291,89.3769,77.5182,86.3911,77.1747,46.9439,80.1856,89.4329,137.9411,64.2901,68.0906,111.0749,117.4125,60.2111,77.3916,84.4212
PRNP,133.2715,91.7582,439.1321375,259.4215,244.8207,208.5005,218.3792,140.4484,264.0294,213.2739,320.4769,167.0804,187.6689,260.6029,93.266,264.0504,134.8466,228.1672,111.5811,203.9267,162.0576,244.8496,168.3859,343.8945,165.472
ANXA4,45.89,83.4432,43.0205625,185.2764,323.2439,35.0288,265.6732,286.0591,456.6413,47.8818,145.7156,848.922,448.5414,180.8883,68.8546,224.2874,615.9103,82.04,309.3785,30.566,79.2965,192.0734,194.0525,167.4723,195.6027
EIF4A3,265.0861,287.2787,165.8785625,191.4407,300.2662,141.8754,265.194,246.5671,391.9181,154.7808,377.4404,228.1858,366.2117,245.9821,198.6971,363.5208,265.1353,274.5998,222.2095,360.926,268.1448,208.1438,194.9022,207.8079,315.0215
NDUFA5,47.5709,13.7901,119.8605625,67.347,108.7244,142.7848,84.1049,71.5954,87.7557,126.615,48.6735,56.6184,74.9834,107.1002,29.7099,76.6679,47.5876,56.423,117.952,57.1064,34.2872,139.4822,61.178,60.4727,60.6682
ANP32B,199.0527,983.0776,259.8163375,358.5121,374.814,198.6431,170.0668,194.879,390.5925,325.6423,599.6255,413.6864,431.2599,431.6897,202.4818,482.9355,323.7577,334.6313,313.1892,203.7829,681.0244,321.9319,362.4385,467.721,450.6243
NREP,146.607,145.0154,242.0494875,121.3572,54.5606,65.4223,48.7916,76.1448,83.5138,44.7705,77.6886,31.6154,211.0345,61.5769,53.5536,40.6111,83.8705,92.0303,91.1881,52.4769,176.5729,84.917,63.6978,89.1306,271.1765
SH3BGRL,80.7977,158.1614,215.1802625,326.106,278.6922,68.5027,178.9026,57.4958,338.5621,72.0193,243.6721,144.6751,182.944,242.4652,93.9959,161.1251,159.0152,343.4884,203.4837,138.8841,203.7518,291.7344,183.6218,401.8845,202.024
ENO2,29.8089,15.986,598.6714,1.0946,4.6383,3.5205,4.0136,1.5487,41.0941,4.8471,1.402,5.3726,1.4239,17.7144,12.3814,1.5704,22.4894,1.3718,30.1281,5.6359,1.4933,25.6016,8.8485,67.0625,50.8474
STK25,37.8214,62.3628,109.2492625,91.0827,55.476,44.4754,56.2496,32.781,52.6269,262.5968,89.6665,78.2857,57.2165,69.8154,56.1759,83.0438,60.5115,51.4726,59.4821,85.1132,96.2311,68.7232,59.3614,67.369,60.0871
IFITM2,649.4077,1079.1397,228.040725,315.3904,411.8285,605.0533,1208.2291,1339.0188,791.6243,390.5874,1463.8006,934.4695,506.6964,1110.8594,249.1959,449.0145,319.6197,1819.7308,331.6471,221.4956,682.4879,544.8814,518.2255,862.8013,553.3361
PSMA2,115.4814,132.6014,100.9851625,113.2052,116.5057,151.058,153.3237,234.5969,172.6614,328.4262,157.9678,122.3288,205.1122,220.4851,93.3471,112.7562,153.2579,165.9587,183.3883,122.4653,144.9738,149.6612,91.9135,125.0525,140.4551
MYL12B,644.1967,508.7984,274.7034,485.4863,747.4004,1338.8389,817.2073,607.6418,860.1586,895.9667,391.3384,278.7527,1026.4996,678.1928,397.9889,599.3665,573.93,577.0235,576.3634,212.4092,437.1913,675.727,407.7066,450.5263,433.5977
MYL12A,149.0444,286.6932,76.122725,212.4111,272.4366,451.443,246.2045,194.6209,253.789,481.7659,193.3529,203.8027,299.0923,345.4299,203.0225,171.9924,206.7228,292.314,278.8932,104.5512,250.1052,283.7763,163.4343,206.2754,159.9805
SMARCC2,71.3284,81.745,97.0065375,75.9887,44.4907,39.9575,60.8622,40.9439,53.5217,64.159,75.738,56.8546,42.2975,57.7345,59.3929,75.6942,65.0994,50.9059,60.5241,69.9884,74.7568,61.598,55.5231,80.3646,59.5932
EMP1,34.2727,15.1271,23.4992125,74.6636,96.2439,53.3548,51.2776,52.9357,181.4546,28.9081,41.2267,67.8161,87.6371,121.6125,18.7974,162.172,70.0471,58.7491,43.3066,18.3262,50.1963,125.972,85.0866,83.8179,55.0702
CCT6A,40.623,47.9871,65.7405875,66.8285,72.6254,46.9397,71.4952,74.8219,74.0688,83.8423,138.3095,73.3855,88.0254,153.926,24.5736,96.518,50.6462,69.2762,52.9921,80.4262,82.2235,62.8009,41.928,69.0241,171.2831
ETS2,42.2479,47.4601,60.9838125,55.8249,214.3974,46.0303,99.9195,376.5617,265.9847,110.1086,99.1147,81.6214,76.6016,182.4513,26.1685,239.7403,179.7654,290.8229,73.921,21.4508,118.004,57.7115,117.5801,118.5547,107.2154
RARS,6.8359,6.0313,46.175075,82.7291,83.7328,74.8102,72.6633,100.9241,115.196,53.5805,79.7306,92.1009,107.7664,97.5592,37.793,73.6841,99.7931,83.1434,89.253,71.081,66.1253,80.5678,47.7001,84.4718,109.3074
STAT6,179.6657,152.013,49.2731375,139.447,155.3206,82.3499,137.1497,111.9586,220.8144,39.1701,155.7124,90.5658,86.1808,131.4249,104.4309,174.7877,195.4481,154.0896,170.6464,54.806,158.5334,110.1484,141.8696,162.8748,121.6851
ARHGEF12,51.3391,41.6337,59.3013,81.3033,59.4735,80.575,130.8897,115.411,68.7829,76.1459,36.3451,68.4115,63.8832,82.6778,38.0093,62.4556,49.5817,46.0301,82.748,33.499,34.4664,77.7917,75.8132,66.5261,50.3825
VAMP3,216.1704,228.4293,179.5257625,187.5616,228.7394,191.4359,221.9035,114.927,279.7048,199.3221,183.1325,122.9783,290.0525,187.6289,101.4301,193.8526,200.9655,220.3439,190.9303,190.0095,129.5625,214.1072,147.2217,240.4809,151.6706
GTF3A,159.1861,352.0131,312.0905,260.977,183.5469,495.4784,236.59,320.0662,323.5827,874.5476,352.9665,296.1987,249.9664,396.6192,416.8313,321.8733,274.5509,517.499,325.5738,180.6643,529.3604,296.9781,229.6811,346.6837,313.6268
SCP2,73.2895,89.738,110.6928375,208.1767,366.2088,163.673,309.8822,874.5357,246.3656,139.4861,218.9239,144.6456,201.3582,204.7897,82.3174,253.5286,431.8868,129.0989,334.8623,114.644,154.7403,257.1569,222.2682,202.9039,170.7892
ENC1,10.59,18.1233,482.513025,55.3352,38.4487,36.2023,28.4842,104.5377,36.5538,15.1309,78.1458,50.5669,86.1484,31.7165,41.9291,55.5615,52.9851,23.0821,87.7942,35.8568,51.371,11.9371,59.4493,36.5963,149.3461
SNRPC,80.2374,166.7107,78.2589125,99.2634,114.1866,156.016,92.9707,66.0136,119.1065,159.9555,161.4728,151.9074,157.2807,145.427,102.2411,84.6142,101.1724,103.0644,121.3459,158.4371,135.7748,92.4741,89.4816,112.9764,136.1548
UBE2D2,78.4818,121.2512,140.84315,80.9432,126.3722,105.0668,91.7925,75.4995,99.1339,242.1821,161.3712,122.8799,146.4933,114.7743,124.643,112.5468,79.9224,113.0448,101.7766,223.4605,146.3477,127.0824,99.5021,126.6055,122.8474
ADIPOR2,467.0805,220.29,256.088125,143.4509,236.7343,198.9072,138.3178,246.5671,206.2657,232.597,204.9345,210.0018,143.2355,182.0931,97.8617,220.2985,328.4055,164.8553,303.5434,221.6394,170.1217,185.2566,143.8034,228.0983,146.7892
GRHPR,277.4504,94.9983,151.7172125,136.7873,115.9971,168.7875,155.9295,1066.9303,104.3259,154.4315,170.9007,97.6309,114.0663,111.8653,155.6415,110.1178,114.826,123.7807,96.001,112.0849,74.7468,134.5676,92.7436,124.5826,115.0217
GPX3,1363.504,149.173,287.6787,158.0841,622.259,2005.794,3637.9262,1481.9193,767.8295,2006.3537,1259.2013,397.244,1103.0364,1259.2497,257.4141,670.1296,512.8787,1018.4767,612.6242,141.1557,676.6638,2277.3051,954.9096,1052.2191,193.0749
SLC9A3R1,245.2509,143.9907,145.843825,174.5031,169.7847,104.4409,323.2408,236.7586,91.0698,62.0302,97.8346,137.9742,85.3717,93.4562,423.0761,101.5748,539.1464,96.6825,223.9362,80.7425,119.8856,125.2317,339.7018,52.2891,80.4842
FLOT2,94.6096,202.2838,80.0398125,81.2889,76.7449,79.9736,143.7092,145.3526,86.7947,72.5433,88.5997,92.2485,119.1903,94.0424,106.972,72.7419,75.0847,181.8538,110.5093,40.9176,109.0141,108.7295,94.9313,93.912,67.2058
YME1L1,31.3105,42.8595,39.1845875,44.7444,52.0828,62.0231,58.2265,49.9372,54.6419,76.9821,55.8724,57.0632,61.8249,56.6121,31.3085,54.3198,52.3914,58.3077,51.1384,54.7792,100.293,61.3985,51.7395,50.348,58.9055
BAZ2A,36.3086,40.1698,26.7895875,46.708,16.7221,20.0521,32.0934,31.7969,30.8371,23.7444,33.724,21.3278,19.4012,29.144,38.8203,31.5183,30.1808,28.6141,24.4865,41.9671,37.1992,30.1204,36.5222,17.3786,28.0387
SF3A1,98.7839,172.6249,113.3834625,145.6017,122.4256,82.2032,100.0593,117.0995,127.1044,136.2875,165.9835,123.0373,112.2324,132.7057,92.9776,145.735,108.1291,171.1378,96.4774,187.9392,167.9315,129.5089,131.2045,133.0624,147.874
COPB1,158.2896,109.5594,244.152875,286.9595,298.0691,229.594,405.0394,289.3824,342.8704,178.1977,332.4547,379.0305,544.8516,447.0921,114.7036,284.246,272.4818,279.6695,262.7574,255.6559,322.9206,399.7236,326.136,290.3487,297.3557
CST3,853.8675,293.4857,2177.6667375,517.7484,1079.1274,712.3106,707.0442,457.8366,953.2499,771.6115,692.2178,527.5136,344.7879,740.5512,4234.2212,490.0338,658.9101,1157.2677,1050.9105,1159.38,953.47,994.8211,1413.5979,1217.6685,361.5687
TMEM109,185.7452,167.8232,87.675475,144.776,101.9196,146.276,135.8019,129.9624,196.1911,143.6455,170.4943,149.9001,100.4526,143.0825,153.7131,118.5981,72.0861,127.0412,171.1228,63.7774,84.8816,145.0961,162.1451,184.0847,159.1669
IVNS1ABP,29.7528,81.4132,68.6085875,83.7277,106.741,78.1547,138.2579,61.9268,115.8588,70.6546,46.1235,109.6158,99.9995,86.3792,43.5241,151.9538,73.7853,85.4695,175.1716,75.7584,79.4658,85.6059,127.0244,58.93,108.2033
OAZ2,239.2274,190.631,181.4813875,145.9282,106.6799,133.9836,158.6252,117.2178,104.2928,392.8472,204.5383,121.1481,178.381,98.2756,124.3006,140.6154,83.3008,264.9674,71.6584,237.0518,146.2282,200.1857,123.7623,138.508,176.2807
ANXA7,141.7603,167.7647,173.6502875,171.0465,149.95,157.8349,272.8916,241.437,193.1753,338.2187,200.7285,138.0332,198.0249,228.5608,117.8666,147.274,115.6256,193.6931,138.3748,84.5669,136.7903,227.237,173.0446,173.8169,154.4599
ZFP36L2,151.5471,343.1417,64.5165,330.1676,291.7831,86.4082,121.2452,135.856,249.9448,156.5275,312.6643,218.8183,57.0008,267.0613,108.603,314.8797,184.933,322.6329,274.884,38.2626,732.8932,306.1289,272.8788,211.1386,211.9901
CUL3,16.1371,18.1135,74.28295,91.9084,97.2814,79.954,92.4914,90.6209,78.5648,296.7014,94.0553,73.7004,90.8302,100.2511,14.8505,106.6839,64.0699,83.6802,86.5934,392.9777,117.4365,97.5327,48.1884,77.0136,92.4358
PLEC,26.1108,14.8734,36.137275,37.0726,27.5244,68.444,23.632,7.5822,23.9605,85.7419,79.3039,10.627,33.3008,33.9634,15.6254,52.7033,24.3785,15.6565,14.7961,6.9298,24.9986,15.8545,47.3192,63.6297,38.4697
PPP2CB,165.1255,65.2906,373.436225,179.4865,230.5397,164.2598,278.1332,176.9721,271.8174,229.6166,431.9047,160.4976,284.5617,265.2269,208.1048,205.034,206.243,156.3561,172.9685,200.7349,132.3998,251.0495,168.9133,230.8875,165.2396
HNRNPF,48.8036,119.6312,22.9136125,102.2016,92.7652,27.2251,48.2824,106.151,67.0099,52.729,113.3784,66.655,102.006,75.807,60.0687,107.4167,63.3302,82.4873,72.9981,127.6123,124.6046,93.893,47.4657,69.7597,121.5689
UBAP2L,64.7306,69.4042,53.4057125,53.3764,41.0883,56.5037,46.3655,44.1059,52.6601,71.7736,83.9671,49.2385,57.0709,60.3558,56.7436,68.4075,34.7087,63.2224,45.6089,75.7249,50.1763,47.5634,55.9773,47.7223,66.7409
TPD52L2,92.3963,84.4386,70.395725,74.3756,66.8886,100.0403,63.7975,46.9775,86.165,11.3318,64.9792,33.5932,104.336,135.8535,60.0146,88.0063,61.4111,73.66,33.0456,74.4741,63.6164,52.6837,37.6795,80.7325,71.8256
CRTAP,137.8941,72.6688,43.116225,117.6413,76.5923,62.1365,105.9099,40.589,94.3838,68.7769,126.1182,38.0802,96.828,92.2188,78.83,95.7956,49.1169,65.4292,57.4577,57.3939,44.5614,98.0262,101.1429,119.4129,80.8329
CACYBP,51.8153,87.3225,142.5444375,72.6904,68.4753,54.2007,67.6463,47.8325,67.1093,111.5824,168.2694,66.3599,111.6823,98.8943,56.5138,86.1689,58.4275,87.7509,62.3997,78.7441,74.2789,83.3285,63.5366,91.9351,104.9055
NBR1,82.3106,61.7187,82.677525,148.319,150.9265,112.8314,147.0338,93.7291,97.3002,129.7919,75.8599,72.0276,96.7633,139.4029,72.5312,116.588,110.8878,101.8119,87.3774,190.6996,100.95,121.5303,121.5355,104.2105,79.7869
DHX15,84.9161,106.9829,183.267275,235.369,256.5994,101.4485,231.6179,254.1171,322.2239,216.9093,322.0008,210.9759,372.49,345.8532,63.4749,307.4882,156.6763,260.0468,267.1337,246.8571,313.8411,223.1037,180.0179,200.3906,387.4863
UCHL1,203.8994,74.9525,1573.1035875,39.1754,102.2248,117.408,252.8538,46.3322,66.0819,124.65,137.8828,179.4786,68.0903,96.5823,73.8018,35.1774,105.2505,45.4485,58.6485,116.168,73.7712,61.6288,83.3286,247.4692,131.0992
PSMD3,71.8887,79.4613,42.8568,54.5574,75.6768,64.6008,71.7647,73.4345,52.0967,304.0595,90.0932,51.3639,61.6178,74.1137,43.9026,69.2869,63.3902,75.3897,38.4639,75.1642,82.4326,47.0699,29.5342,52.9021,71.8837
ITGA5,116.602,101.6543,23.3327125,78.005,199.9944,160.0059,68.1705,73.7572,91.4675,85.0869,105.576,74.9795,152.2322,284.4066,8.867,114.7663,91.517,75.509,62.0424,8.2238,77.2357,66.7491,82.5668,343.8945,98.7893
CSNK2B,367.6241,339.8626,253.8200125,209.2425,236.6122,221.6143,300.4773,213.399,214.2194,329.5397,348.1814,367.9311,231.8435,238.0366,283.6367,326.8358,257.159,248.2373,197.4402,609.5371,279.2552,243.1223,249.8686,209.9534,272.7746
TRAP1,169.552,92.9879,135.011125,95.1731,95.2674,177.843,148.4415,190.8136,83.6463,239.0817,114.3537,160.7042,67.5077,128.2337,82.4525,107.668,143.8723,87.1395,122.1795,91.6692,44.0835,78.9639,101.7875,83.5523,136.213
IGF2R,137.782,137.5788,41.0842375,57.2075,100.3634,64.6888,102.4654,123.4771,114.268,204.7915,78.542,94.9643,49.0936,97.8848,62.9883,94.3822,74.5449,202.4309,90.7713,76.9182,111.6722,94.078,61.7347,88.9773,127.9902
RBM5,92.3963,115.7274,138.1762875,157.3159,114.8172,53.9611,58.6857,101.1177,120.8077,69.9778,78.796,111.1508,97.3674,89.6572,72.8646,150.0484,96.2747,125.729,130.694,138.0981,147.4627,82.7064,112.0424,130.5287,131.3122
SGTA,25.9987,5.5043,43.1607125,25.8096,24.5339,29.3373,23.2427,6.1303,9.677,27.7073,40.5358,19.8961,21.8122,30.1535,18.5991,21.2321,3.8982,27.2572,34.1174,41.3489,56.5679,18.6922,29.1826,34.2055,29.2881
PHGDH,33.0587,66.1104,174.943025,94.4817,49.7392,44.6514,82.0083,172.8099,21.4087,15.6549,157.3887,78.9942,43.3007,106.4164,235.5169,165.962,42.1002,35.488,61.2684,117.0307,64.5124,47.0699,144.3894,90.5405,122.673
TRAM1,99.3256,132.416,81.646575,221.456,190.4941,102.5438,297.3823,241.8134,333.0608,102.4449,244.6982,442.9304,324.5722,218.4988,205.3473,162.172,200.0259,279.3514,247.9514,187.0765,204.4089,315.3002,231.859,175.9522,210.2855
PSMB3,352.6076,416.6888,200.79105,168.1083,245.0953,296.7765,433.2241,309.7415,391.8519,416.4606,233.8887,254.0449,306.5356,338.787,228.1637,198.5639,224.8342,395.4977,266.6871,133.4207,348.0685,312.5241,197.129,246.7336,301.714
GRK2,95.6835,141.2581,63.204725,69.6899,59.3005,69.7055,51.1179,60.2275,45.8442,56.1132,56.8314,214.4297,65.566,53.7726,88.1656,56.8283,89.9177,78.6303,93.0041,49.9369,84.4237,72.0751,132.9625,62.9349,55.6319
MGST3,829.7738,646.7577,711.0587625,238.4511,782.523,1521.7279,716.509,592.187,617.4053,738.3366,602.4904,350.3375,1128.0848,519.1869,750.4532,370.1166,1033.4339,154.4177,667.1644,337.98,125.3811,465.7633,456.6666,478.7551,398.0045
COPS6,147.4195,127.2728,133.9539,108.2507,131.0308,161.0327,129.1525,104.9894,122.752,224.7695,139.0105,112.6169,145.0802,120.8744,147.2251,135.5272,114.816,118.0648,104.7338,117.8358,112.8968,132.758,131.2045,167.411,105.7917
PPP1CB,41.2207,35.8952,53.6376875,102.0864,95.5522,102.1722,88.3181,33.3617,95.5106,187.5536,129.3692,68.8985,95.4256,187.0645,81.9659,91.3775,66.9685,96.0662,87.3873,44.7419,69.4903,105.2851,78.6602,135.8414,82.2663
PLEKHB2,178.7692,132.455,232.7685,59.7424,173.7516,54.4501,222.7222,63.4325,199.0411,37.4015,56.933,78.9352,112.8473,109.6076,85.3992,73.5585,106.21,148.5726,146.9786,101.7333,75.2346,149.8462,88.837,80.4872,90.9442
LRP10,273.8831,340.5652,121.2527875,282.581,415.3072,218.0351,487.2573,106.0219,393.2438,176.0034,372.1981,350.4556,276.3093,387.4364,456.2193,265.2753,414.2252,357.445,329.325,79.1323,268.7421,324.6155,321.1257,394.5285,265.4526
HSD17B4,137.2777,47.8993,133.124925,118.0446,109.6094,115.0611,151.5565,464.3541,263.3335,89.934,119.2912,124.7494,135.0802,263.6313,74.6668,179.4048,170.8596,118.87,131.8253,74.8766,93.0054,190.8704,101.7289,131.6117,113.782
NAP1L4,47.0106,142.7025,137.932625,112.2835,81.7798,188.0524,86.3812,54.9791,111.4842,156.8114,77.1095,66.537,79.7407,106.2861,74.018,89.137,53.7947,73.3618,111.0452,142.4496,138.8212,95.3735,90.0676,91.9504,83.3316
GSS,69.5354,104.6114,64.6891875,76.5648,77.7519,24.1446,80.0614,71.7245,72.1135,27.1178,36.6346,38.3163,54.9835,86.9111,68.6654,83.2637,87.7687,62.3277,87.1392,81.5189,65.3188,66.1939,66.5691,55.5993,82.6053
SOX4,17.8629,45.4634,16.73895,129.3363,51.8631,18.33,26.2618,8.2727,68.7066,16.3624,101.748,32.9674,45.6567,60.0855,39.0906,66.5984,36.4748,20.9707,41.4648,34.0223,256.8551,51.5239,42.1214,30.221,264.453
BAP1,100.0166,119.1627,142.30875,98.284,71.954,69.7642,71.5251,51.6236,114.9971,88.362,90.7027,18.2431,74.8863,97.8848,57.6357,96.0469,77.9034,81.4137,81.5721,224.5149,108.8349,86.7369,18.9863,82.1424,79.1476
WDR77,62.5314,90.6164,39.8517125,47.9034,63.9897,70.439,53.1646,63.6583,63.9941,54.6285,93.8115,68.9871,64.9511,64.8984,49.9311,55.9384,45.6685,68.8885,48.0799,60.8157,55.0745,51.9126,64.4888,74.4185,72.2033
IFI30,201.6021,360.8844,56.5586375,82.4411,158.128,113.4768,258.7244,291.157,1831.1386,81.2223,107.4657,264.849,185.9537,123.4143,71.4228,72.9931,218.2973,965.3341,151.4145,31.5724,225.7338,637.5714,99.6779,120.7615,427.8156
CUL4A,21.5722,63.0947,32.8501,60.4049,46.7182,51.1643,44.808,60.5609,68.1366,124.0605,40.353,59.2457,65.8249,70.6295,33.1973,64.3244,33.3143,50.4884,47.0379,68.7807,39.484,60.7652,43.686,52.2585,58.8958
ALDH2,858.1819,336.7591,547.2741875,196.6833,608.1611,516.3959,742.9865,2899.5027,1064.933,626.5905,370.7352,158.2836,75.663,357.7388,432.5379,460.5728,550.9608,212.6896,583.9252,160.6799,152.4405,308.761,401.2314,408.505,348.3774
VIM,770.3241,1309.6185,625.139,1465.9647,1015.9616,1437.119,790.61,407.0519,2068.6226,1159.2513,2952.1664,1495.1631,1595.2022,1660.5254,447.6226,1445.8542,552.82,1771.1808,781.3653,801.3869,1329.016,2043.1279,1586.6425,1779.4854,1629.4998
CLDN4,5.7152,2.1666,5.09635,87.9717,157.7008,5.3394,16.4136,4.5816,46.4628,5.9607,1.7677,34.5378,60.7117,21.4266,58.8792,34.3608,69.9871,3.2804,2.3221,10.5816,25.8647,66.4407,74.5973,28.0755,32.1937
RPL37A,1585.6044,1588.309,1165.0425875,1347.8433,1327.6404,1337.4503,1193.6625,1247.2686,1174.4288,1771.475,1548.8953,1585.6699,1118.5488,1243.5434,2204.4832,1507.31,1090.2871,1197.8453,1198.7723,997.3007,1668.7218,1029.2239,1516.5574,1277.0072,1193.4324
